Topic # 0
Doc: (41, Timestamp('2021-11-05 00:00:00')), Topic Prob: 0.98
Doc: (29, Timestamp('2021-08-10 00:00:00')), Topic Prob: 0.98
Doc: (39, Timestamp('2021-12-10 00:00:00')), Topic Prob: 0.941
Doc: (84, Timestamp('2021-07-16 00:00:00')), Topic Prob: 0.928
Doc: (39, Timestamp('2021-12-06 00:00:00')), Topic Prob: 0.92
Doc: (51, Timestamp('2021-08-01 00:00:00')), Topic Prob: 0.899
Doc: (1, Timestamp('2021-07-22 00:00:00')), Topic Prob: 0.897
Doc: (18, Timestamp('2021-07-18 00:00:00')), Topic Prob: 0.89
Doc: (1, Timestamp('2021-08-07 00:00:00')), Topic Prob: 0.883
Doc: (26, Timestamp('2021-07-25 00:00:00')), Topic Prob: 0.868
Doc: (56, Timestamp('2021-07-31 00:00:00')), Topic Prob: 0.867
Doc: (29, Timestamp('2021-07-19 00:00:00')), Topic Prob: 0.863
Doc: (18, Timestamp('2021-08-08 00:00:00')), Topic Prob: 0.856
Doc: (25, Timestamp('2021-12-15 00:00:00')), Topic Prob: 0.851
Doc: (37, Timestamp('2021-12-11 00:00:00')), Topic Prob: 0.849
Doc: (83, Timestamp('2021-08-14 00:00:00')), Topic Prob: 0.849
Doc: (29, Timestamp('2021-08-01 00:00:00')), Topic Prob: 0.848
Doc: (11, Timestamp('2021-10-23 00:00:00')), Topic Prob: 0.847
Doc: (63, Timestamp('2021-07-31 00:00:00')), Topic Prob: 0.847
Doc: (1, Timestamp('2021-07-23 00:00:00')), Topic Prob: 0.835
Doc: (60, Timestamp('2021-11-11 00:00:00')), Topic Prob: 0.833
Doc: (25, Timestamp('2021-12-14 00:00:00')), Topic Prob: 0.831
Doc: (29, Timestamp('2021-08-02 00:00:00')), Topic Prob: 0.827
Doc: (25, Timestamp('2021-12-03 00:00:00')), Topic Prob: 0.821
Doc: (29, Timestamp('2021-08-05 00:00:00')), Topic Prob: 0.821
Doc: (20, Timestamp('2021-07-24 00:00:00')), Topic Prob: 0.819
Doc: (64, Timestamp('2021-08-14 00:00:00')), Topic Prob: 0.816
Doc: (41, Timestamp('2021-11-04 00:00:00')), Topic Prob: 0.811
Doc: (41, Timestamp('2021-11-08 00:00:00')), Topic Prob: 0.811
Doc: (84, Timestamp('2021-07-21 00:00:00')), Topic Prob: 0.81
Doc: (1, Timestamp('2021-08-06 00:00:00')), Topic Prob: 0.809
Doc: (41, Timestamp('2021-11-10 00:00:00')), Topic Prob: 0.808
Doc: (25, Timestamp('2021-11-28 00:00:00')), Topic Prob: 0.807
Doc: (25, Timestamp('2021-11-18 00:00:00')), Topic Prob: 0.805
Doc: (41, Timestamp('2021-11-22 00:00:00')), Topic Prob: 0.804
Doc: (1, Timestamp('2021-08-13 00:00:00')), Topic Prob: 0.803
Doc: (41, Timestamp('2021-11-17 00:00:00')), Topic Prob: 0.799
Doc: (41, Timestamp('2021-11-02 00:00:00')), Topic Prob: 0.797
Doc: (60, Timestamp('2021-11-25 00:00:00')), Topic Prob: 0.795
Doc: (51, Timestamp('2021-07-24 00:00:00')), Topic Prob: 0.794
Doc: (63, Timestamp('2021-07-29 00:00:00')), Topic Prob: 0.79
Doc: (84, Timestamp('2021-08-10 00:00:00')), Topic Prob: 0.79
Doc: (76, Timestamp('2021-08-15 00:00:00')), Topic Prob: 0.788
Doc: (39, Timestamp('2021-12-20 00:00:00')), Topic Prob: 0.782
Doc: (54, Timestamp('2021-07-19 00:00:00')), Topic Prob: 0.782
Doc: (18, Timestamp('2021-08-15 00:00:00')), Topic Prob: 0.781
Doc: (41, Timestamp('2021-11-26 00:00:00')), Topic Prob: 0.78
Doc: (63, Timestamp('2021-07-26 00:00:00')), Topic Prob: 0.779
Doc: (14, Timestamp('2021-10-23 00:00:00')), Topic Prob: 0.776
Doc: (18, Timestamp('2021-07-22 00:00:00')), Topic Prob: 0.775
------------------------------
Topic # 13
Doc: (50, Timestamp('2021-08-10 00:00:00')), Topic Prob: 0.98
Doc: (20, Timestamp('2021-08-17 00:00:00')), Topic Prob: 0.98
Doc: (62, Timestamp('2021-11-26 00:00:00')), Topic Prob: 0.98
Doc: (14, Timestamp('2021-10-22 00:00:00')), Topic Prob: 0.948
Doc: (31, Timestamp('2021-11-11 00:00:00')), Topic Prob: 0.948
Doc: (8, Timestamp('2021-11-15 00:00:00')), Topic Prob: 0.944
Doc: (80, Timestamp('2021-07-19 00:00:00')), Topic Prob: 0.943
Doc: (62, Timestamp('2021-12-06 00:00:00')), Topic Prob: 0.942
Doc: (31, Timestamp('2021-10-28 00:00:00')), Topic Prob: 0.933
Doc: (31, Timestamp('2021-10-21 00:00:00')), Topic Prob: 0.933
Doc: (18, Timestamp('2021-07-28 00:00:00')), Topic Prob: 0.931
Doc: (50, Timestamp('2021-08-05 00:00:00')), Topic Prob: 0.912
Doc: (18, Timestamp('2021-08-02 00:00:00')), Topic Prob: 0.906
Doc: (62, Timestamp('2021-11-11 00:00:00')), Topic Prob: 0.903
Doc: (18, Timestamp('2021-07-29 00:00:00')), Topic Prob: 0.9
Doc: (91, Timestamp('2021-12-01 00:00:00')), Topic Prob: 0.899
Doc: (80, Timestamp('2021-08-03 00:00:00')), Topic Prob: 0.883
Doc: (58, Timestamp('2021-12-02 00:00:00')), Topic Prob: 0.877
Doc: (10, Timestamp('2021-08-09 00:00:00')), Topic Prob: 0.875
Doc: (14, Timestamp('2021-10-18 00:00:00')), Topic Prob: 0.873
Doc: (9, Timestamp('2021-12-01 00:00:00')), Topic Prob: 0.872
Doc: (4, Timestamp('2021-10-28 00:00:00')), Topic Prob: 0.871
Doc: (80, Timestamp('2021-07-28 00:00:00')), Topic Prob: 0.871
Doc: (80, Timestamp('2021-08-14 00:00:00')), Topic Prob: 0.867
