Topic # 0
Doc: (0, Timestamp('2021-07-18 00:00:00')), Topic Prob: 0.983
Doc: (60, Timestamp('2021-11-22 00:00:00')), Topic Prob: 0.983
Doc: (92, Timestamp('2021-08-11 00:00:00')), Topic Prob: 0.983
Doc: (38, Timestamp('2021-11-13 00:00:00')), Topic Prob: 0.983
Doc: (72, Timestamp('2021-07-31 00:00:00')), Topic Prob: 0.983
Doc: (55, Timestamp('2021-10-27 00:00:00')), Topic Prob: 0.983
Doc: (47, Timestamp('2021-07-17 00:00:00')), Topic Prob: 0.983
Doc: (34, Timestamp('2021-11-01 00:00:00')), Topic Prob: 0.983
Doc: (34, Timestamp('2021-11-05 00:00:00')), Topic Prob: 0.983
Doc: (44, Timestamp('2021-11-22 00:00:00')), Topic Prob: 0.983
Doc: (92, Timestamp('2021-08-03 00:00:00')), Topic Prob: 0.983
Doc: (85, Timestamp('2021-08-12 00:00:00')), Topic Prob: 0.983
Doc: (44, Timestamp('2021-11-12 00:00:00')), Topic Prob: 0.983
Doc: (44, Timestamp('2021-11-15 00:00:00')), Topic Prob: 0.983
Doc: (21, Timestamp('2021-11-15 00:00:00')), Topic Prob: 0.983
Doc: (44, Timestamp('2021-11-17 00:00:00')), Topic Prob: 0.983
Doc: (11, Timestamp('2021-11-05 00:00:00')), Topic Prob: 0.983
Doc: (92, Timestamp('2021-08-10 00:00:00')), Topic Prob: 0.983
Doc: (26, Timestamp('2021-08-02 00:00:00')), Topic Prob: 0.983
Doc: (44, Timestamp('2021-11-16 00:00:00')), Topic Prob: 0.983
Doc: (92, Timestamp('2021-08-07 00:00:00')), Topic Prob: 0.983
Doc: (44, Timestamp('2021-11-11 00:00:00')), Topic Prob: 0.983
Doc: (20, Timestamp('2021-08-03 00:00:00')), Topic Prob: 0.983
Doc: (92, Timestamp('2021-08-16 00:00:00')), Topic Prob: 0.983
Doc: (76, Timestamp('2021-08-23 00:00:00')), Topic Prob: 0.983
Doc: (88, Timestamp('2021-11-12 00:00:00')), Topic Prob: 0.983
Doc: (83, Timestamp('2021-08-20 00:00:00')), Topic Prob: 0.983
Doc: (60, Timestamp('2021-10-30 00:00:00')), Topic Prob: 0.983
Doc: (34, Timestamp('2021-10-29 00:00:00')), Topic Prob: 0.983
Doc: (33, Timestamp('2021-08-12 00:00:00')), Topic Prob: 0.983
Doc: (55, Timestamp('2021-10-26 00:00:00')), Topic Prob: 0.983
Doc: (44, Timestamp('2021-11-24 00:00:00')), Topic Prob: 0.983
Doc: (55, Timestamp('2021-11-16 00:00:00')), Topic Prob: 0.983
Doc: (0, Timestamp('2021-07-26 00:00:00')), Topic Prob: 0.983
