Topic # 0
Doc: (46, Timestamp('2021-12-07 00:00:00')), Topic Prob: 0.983
Doc: (90, Timestamp('2021-07-19 00:00:00')), Topic Prob: 0.983
Doc: (89, Timestamp('2021-10-29 00:00:00')), Topic Prob: 0.983
Doc: (44, Timestamp('2021-11-08 00:00:00')), Topic Prob: 0.983
Doc: (89, Timestamp('2021-10-28 00:00:00')), Topic Prob: 0.983
Doc: (2, Timestamp('2021-11-28 00:00:00')), Topic Prob: 0.983
Doc: (89, Timestamp('2021-11-09 00:00:00')), Topic Prob: 0.983
Doc: (2, Timestamp('2021-11-18 00:00:00')), Topic Prob: 0.983
Doc: (90, Timestamp('2021-07-20 00:00:00')), Topic Prob: 0.983
Doc: (78, Timestamp('2021-11-28 00:00:00')), Topic Prob: 0.983
Doc: (2, Timestamp('2021-11-21 00:00:00')), Topic Prob: 0.983
Doc: (46, Timestamp('2021-12-11 00:00:00')), Topic Prob: 0.983
Doc: (89, Timestamp('2021-10-19 00:00:00')), Topic Prob: 0.983
Doc: (89, Timestamp('2021-11-01 00:00:00')), Topic Prob: 0.983
Doc: (31, Timestamp('2021-10-30 00:00:00')), Topic Prob: 0.983
Doc: (64, Timestamp('2021-08-16 00:00:00')), Topic Prob: 0.983
Doc: (52, Timestamp('2021-08-18 00:00:00')), Topic Prob: 0.983
Doc: (89, Timestamp('2021-11-08 00:00:00')), Topic Prob: 0.983
Doc: (46, Timestamp('2021-11-15 00:00:00')), Topic Prob: 0.983
Doc: (89, Timestamp('2021-11-15 00:00:00')), Topic Prob: 0.983
Doc: (90, Timestamp('2021-07-26 00:00:00')), Topic Prob: 0.983
Doc: (90, Timestamp('2021-08-02 00:00:00')), Topic Prob: 0.983
Doc: (89, Timestamp('2021-11-03 00:00:00')), Topic Prob: 0.983
Doc: (65, Timestamp('2021-11-22 00:00:00')), Topic Prob: 0.983
Doc: (70, Timestamp('2021-07-31 00:00:00')), Topic Prob: 0.983
Doc: (78, Timestamp('2021-12-11 00:00:00')), Topic Prob: 0.983
Doc: (2, Timestamp('2021-12-05 00:00:00')), Topic Prob: 0.983
Doc: (89, Timestamp('2021-10-31 00:00:00')), Topic Prob: 0.983
Doc: (84, Timestamp('2021-08-03 00:00:00')), Topic Prob: 0.983
Doc: (46, Timestamp('2021-12-09 00:00:00')), Topic Prob: 0.983
Doc: (81, Timestamp('2021-11-27 00:00:00')), Topic Prob: 0.983
Doc: (28, Timestamp('2021-08-21 00:00:00')), Topic Prob: 0.983
Doc: (46, Timestamp('2021-11-30 00:00:00')), Topic Prob: 0.983
Doc: (8, Timestamp('2021-12-08 00:00:00')), Topic Prob: 0.983
Doc: (47, Timestamp('2021-07-25 00:00:00')), Topic Prob: 0.983
Doc: (89, Timestamp('2021-10-20 00:00:00')), Topic Prob: 0.983
Doc: (89, Timestamp('2021-10-22 00:00:00')), Topic Prob: 0.983
Doc: (54, Timestamp('2021-08-17 00:00:00')), Topic Prob: 0.983
Doc: (70, Timestamp('2021-08-16 00:00:00')), Topic Prob: 0.983
Doc: (67, Timestamp('2021-12-05 00:00:00')), Topic Prob: 0.983
Doc: (23, Timestamp('2021-12-05 00:00:00')), Topic Prob: 0.983
Doc: (23, Timestamp('2021-12-12 00:00:00')), Topic Prob: 0.983
Doc: (90, Timestamp('2021-08-03 00:00:00')), Topic Prob: 0.983
Doc: (47, Timestamp('2021-07-24 00:00:00')), Topic Prob: 0.983
Doc: (89, Timestamp('2021-11-07 00:00:00')), Topic Prob: 0.983
Doc: (13, Timestamp('2021-08-12 00:00:00')), Topic Prob: 0.983
Doc: (46, Timestamp('2021-11-20 00:00:00')), Topic Prob: 0.983
Doc: (62, Timestamp('2021-11-14 00:00:00')), Topic Prob: 0.983
Doc: (47, Timestamp('2021-08-08 00:00:00')), Topic Prob: 0.983
------------------------------
Topic # 2
Doc: (20, Timestamp('2021-08-14 00:00:00')), Topic Prob: 0.983
Doc: (50, Timestamp('2021-08-15 00:00:00')), Topic Prob: 0.737
Doc: (47, Timestamp('2021-08-09 00:00:00')), Topic Prob: 0.39
Doc: (90, Timestamp('2021-08-16 00:00:00')), Topic Prob: 0.144
Doc: (90, Timestamp('2021-08-08 00:00:00')), Topic Prob: 0.067
Doc: (35, Timestamp('2021-11-28 00:00:00')), Topic Prob: 0.004
Doc: (90, Timestamp('2021-07-14 00:00:00')), Topic Prob: 0.004
Doc: (74, Timestamp('2021-07-23 00:00:00')), Topic Prob: 0.004
Doc: (54, Timestamp('2021-08-15 00:00:00')), Topic Prob: 0.004
Doc: (9, Timestamp('2021-12-12 00:00:00')), Topic Prob: 0.004
Doc: (2, Timestamp('2021-11-20 00:00:00')), Topic Prob: 0.004
Doc: (46, Timestamp('2021-11-13 00:00:00')), Topic Prob: 0.004
Doc: (89, Timestamp('2021-11-13 00:00:00')), Topic Prob: 0.004
Doc: (89, Timestamp('2021-10-27 00:00:00')), Topic Prob: 0.004
Doc: (47, Timestamp('2021-08-17 00:00:00')), Topic Prob: 0.004
Doc: (89, Timestamp('2021-11-12 00:00:00')), Topic Prob: 0.004
Doc: (89, Timestamp('2021-11-02 00:00:00')), Topic Prob: 0.004
Doc: (46, Timestamp('2021-12-12 00:00:00')), Topic Prob: 0.004
Doc: (62, Timestamp('2021-11-14 00:00:00')), Topic Prob: 0.004
Doc: (32, Timestamp('2021-11-05 00:00:00')), Topic Prob: 0.004
Doc: (46, Timestamp('2021-11-20 00:00:00')), Topic Prob: 0.004
Doc: (89, Timestamp('2021-11-07 00:00:00')), Topic Prob: 0.004
Doc: (47, Timestamp('2021-08-08 00:00:00')), Topic Prob: 0.004
Doc: (67, Timestamp('2021-12-05 00:00:00')), Topic Prob: 0.004
Doc: (90, Timestamp('2021-08-03 00:00:00')), Topic Prob: 0.004
Doc: (23, Timestamp('2021-12-05 00:00:00')), Topic Prob: 0.004
Doc: (70, Timestamp('2021-08-16 00:00:00')), Topic Prob: 0.004
Doc: (23, Timestamp('2021-12-12 00:00:00')), Topic Prob: 0.004
