,timestamp,device,uuid,step,hour,date,weekday
0,2021-07-16 10:44:00,phone,cD3rdwdaHh,21,10,2021-07-16,4
1,2021-07-16 10:46:00,phone,cD3rdwdaHh,11,10,2021-07-16,4
2,2021-07-16 10:52:00,phone,cD3rdwdaHh,20,10,2021-07-16,4
3,2021-07-16 10:55:00,phone,cD3rdwdaHh,19,10,2021-07-16,4
4,2021-07-16 10:56:00,phone,cD3rdwdaHh,17,10,2021-07-16,4
5,2021-07-16 10:57:00,phone,cD3rdwdaHh,4,10,2021-07-16,4
6,2021-07-16 10:59:00,phone,cD3rdwdaHh,27,10,2021-07-16,4
7,2021-07-16 11:15:00,phone,cD3rdwdaHh,11,11,2021-07-16,4
8,2021-07-16 11:17:00,phone,cD3rdwdaHh,24,11,2021-07-16,4
9,2021-07-16 11:18:00,phone,cD3rdwdaHh,13,11,2021-07-16,4
10,2021-07-16 11:21:00,phone,cD3rdwdaHh,10,11,2021-07-16,4
11,2021-07-16 11:22:00,phone,cD3rdwdaHh,19,11,2021-07-16,4
12,2021-07-16 11:23:00,phone,cD3rdwdaHh,19,11,2021-07-16,4
13,2021-07-16 11:24:00,phone,cD3rdwdaHh,26,11,2021-07-16,4
14,2021-07-16 11:25:00,phone,cD3rdwdaHh,12,11,2021-07-16,4
15,2021-07-16 11:54:00,phone,cD3rdwdaHh,19,11,2021-07-16,4
16,2021-07-16 12:02:00,phone,cD3rdwdaHh,8,12,2021-07-16,4
17,2021-07-16 12:12:00,phone,cD3rdwdaHh,37,12,2021-07-16,4
18,2021-07-16 12:13:00,phone,cD3rdwdaHh,59,12,2021-07-16,4
19,2021-07-16 12:14:00,phone,cD3rdwdaHh,19,12,2021-07-16,4
20,2021-07-16 12:20:00,phone,cD3rdwdaHh,13,12,2021-07-16,4
21,2021-07-16 12:43:00,phone,cD3rdwdaHh,25,12,2021-07-16,4
22,2021-07-16 13:25:00,phone,cD3rdwdaHh,18,13,2021-07-16,4
23,2021-07-16 13:26:00,phone,cD3rdwdaHh,44,13,2021-07-16,4
24,2021-07-16 13:27:00,phone,cD3rdwdaHh,35,13,2021-07-16,4
25,2021-07-16 13:28:00,phone,cD3rdwdaHh,1,13,2021-07-16,4
26,2021-07-16 13:39:00,phone,cD3rdwdaHh,13,13,2021-07-16,4
27,2021-07-16 13:40:00,phone,cD3rdwdaHh,47,13,2021-07-16,4
28,2021-07-16 13:53:00,phone,cD3rdwdaHh,28,13,2021-07-16,4
29,2021-07-16 16:35:00,watch,7Jos2QNbqd,35,16,2021-07-16,4
30,2021-07-16 16:36:00,watch,7Jos2QNbqd,6,16,2021-07-16,4
31,2021-07-16 16:42:00,watch,7Jos2QNbqd,11,16,2021-07-16,4
32,2021-07-16 16:50:00,watch,7Jos2QNbqd,28,16,2021-07-16,4
33,2021-07-16 16:51:00,watch,7Jos2QNbqd,20,16,2021-07-16,4
34,2021-07-16 16:52:00,watch,7Jos2QNbqd,22,16,2021-07-16,4
35,2021-07-16 16:53:00,phone,cD3rdwdaHh,35,16,2021-07-16,4
36,2021-07-16 16:53:00,watch,7Jos2QNbqd,12,16,2021-07-16,4
37,2021-07-16 16:54:00,watch,7Jos2QNbqd,10,16,2021-07-16,4
38,2021-07-16 16:56:00,phone,cD3rdwdaHh,35,16,2021-07-16,4
39,2021-07-16 16:56:00,watch,7Jos2QNbqd,49,16,2021-07-16,4
40,2021-07-16 16:57:00,phone,cD3rdwdaHh,14,16,2021-07-16,4
41,2021-07-16 16:57:00,watch,7Jos2QNbqd,21,16,2021-07-16,4
42,2021-07-16 16:58:00,watch,7Jos2QNbqd,32,16,2021-07-16,4
43,2021-07-16 16:59:00,phone,cD3rdwdaHh,19,16,2021-07-16,4
44,2021-07-16 16:59:00,watch,7Jos2QNbqd,15,16,2021-07-16,4
45,2021-07-16 17:00:00,phone,cD3rdwdaHh,81,17,2021-07-16,4
46,2021-07-16 17:00:00,watch,7Jos2QNbqd,82,17,2021-07-16,4
47,2021-07-16 17:01:00,phone,cD3rdwdaHh,119,17,2021-07-16,4
48,2021-07-16 17:01:00,watch,7Jos2QNbqd,125,17,2021-07-16,4
49,2021-07-16 17:02:00,phone,cD3rdwdaHh,111,17,2021-07-16,4
50,2021-07-16 17:02:00,watch,7Jos2QNbqd,112,17,2021-07-16,4
51,2021-07-16 17:03:00,phone,cD3rdwdaHh,27,17,2021-07-16,4
52,2021-07-16 17:03:00,watch,7Jos2QNbqd,30,17,2021-07-16,4
53,2021-07-16 17:04:00,phone,cD3rdwdaHh,16,17,2021-07-16,4
54,2021-07-16 17:04:00,watch,7Jos2QNbqd,25,17,2021-07-16,4
55,2021-07-16 17:05:00,watch,7Jos2QNbqd,30,17,2021-07-16,4
56,2021-07-16 17:06:00,watch,7Jos2QNbqd,13,17,2021-07-16,4
57,2021-07-16 17:07:00,phone,cD3rdwdaHh,62,17,2021-07-16,4
58,2021-07-16 17:07:00,watch,7Jos2QNbqd,62,17,2021-07-16,4
59,2021-07-16 17:08:00,phone,cD3rdwdaHh,28,17,2021-07-16,4
60,2021-07-16 17:08:00,watch,7Jos2QNbqd,29,17,2021-07-16,4
61,2021-07-16 17:09:00,phone,cD3rdwdaHh,34,17,2021-07-16,4
62,2021-07-16 17:09:00,watch,7Jos2QNbqd,29,17,2021-07-16,4
63,2021-07-16 17:11:00,phone,cD3rdwdaHh,70,17,2021-07-16,4
64,2021-07-16 17:11:00,watch,7Jos2QNbqd,45,17,2021-07-16,4
65,2021-07-16 17:12:00,phone,cD3rdwdaHh,56,17,2021-07-16,4
66,2021-07-16 17:12:00,watch,7Jos2QNbqd,56,17,2021-07-16,4
67,2021-07-16 17:14:00,phone,cD3rdwdaHh,17,17,2021-07-16,4
68,2021-07-16 17:14:00,watch,7Jos2QNbqd,14,17,2021-07-16,4
69,2021-07-16 17:16:00,watch,7Jos2QNbqd,16,17,2021-07-16,4
70,2021-07-16 17:17:00,phone,cD3rdwdaHh,43,17,2021-07-16,4
71,2021-07-16 17:17:00,watch,7Jos2QNbqd,49,17,2021-07-16,4
72,2021-07-16 17:18:00,phone,cD3rdwdaHh,13,17,2021-07-16,4
73,2021-07-16 17:18:00,watch,7Jos2QNbqd,25,17,2021-07-16,4
74,2021-07-16 17:19:00,phone,cD3rdwdaHh,11,17,2021-07-16,4
75,2021-07-16 17:19:00,watch,7Jos2QNbqd,25,17,2021-07-16,4
76,2021-07-16 17:20:00,phone,cD3rdwdaHh,49,17,2021-07-16,4
77,2021-07-16 17:20:00,watch,7Jos2QNbqd,48,17,2021-07-16,4
78,2021-07-16 17:21:00,phone,cD3rdwdaHh,120,17,2021-07-16,4
79,2021-07-16 17:21:00,watch,7Jos2QNbqd,116,17,2021-07-16,4
80,2021-07-16 17:22:00,phone,cD3rdwdaHh,90,17,2021-07-16,4
81,2021-07-16 17:22:00,watch,7Jos2QNbqd,86,17,2021-07-16,4
82,2021-07-16 17:23:00,phone,cD3rdwdaHh,118,17,2021-07-16,4
83,2021-07-16 17:23:00,watch,7Jos2QNbqd,115,17,2021-07-16,4
84,2021-07-16 17:24:00,phone,cD3rdwdaHh,117,17,2021-07-16,4
85,2021-07-16 17:24:00,watch,7Jos2QNbqd,119,17,2021-07-16,4
86,2021-07-16 17:25:00,phone,cD3rdwdaHh,21,17,2021-07-16,4
87,2021-07-16 17:25:00,watch,7Jos2QNbqd,20,17,2021-07-16,4
88,2021-07-16 17:26:00,phone,cD3rdwdaHh,122,17,2021-07-16,4
89,2021-07-16 17:26:00,watch,7Jos2QNbqd,127,17,2021-07-16,4
90,2021-07-16 17:27:00,watch,7Jos2QNbqd,2,17,2021-07-16,4
91,2021-07-16 17:29:00,phone,cD3rdwdaHh,98,17,2021-07-16,4
92,2021-07-16 17:29:00,watch,7Jos2QNbqd,93,17,2021-07-16,4
93,2021-07-16 17:30:00,phone,cD3rdwdaHh,120,17,2021-07-16,4
94,2021-07-16 17:30:00,watch,7Jos2QNbqd,117,17,2021-07-16,4
95,2021-07-16 17:31:00,phone,cD3rdwdaHh,118,17,2021-07-16,4
96,2021-07-16 17:31:00,watch,7Jos2QNbqd,115,17,2021-07-16,4
97,2021-07-16 17:32:00,phone,cD3rdwdaHh,94,17,2021-07-16,4
98,2021-07-16 17:32:00,watch,7Jos2QNbqd,94,17,2021-07-16,4
99,2021-07-16 17:35:00,phone,cD3rdwdaHh,49,17,2021-07-16,4
100,2021-07-16 17:35:00,watch,7Jos2QNbqd,42,17,2021-07-16,4
101,2021-07-16 17:36:00,phone,cD3rdwdaHh,92,17,2021-07-16,4
102,2021-07-16 17:36:00,watch,7Jos2QNbqd,82,17,2021-07-16,4
103,2021-07-16 17:37:00,phone,cD3rdwdaHh,54,17,2021-07-16,4
104,2021-07-16 17:37:00,watch,7Jos2QNbqd,42,17,2021-07-16,4
105,2021-07-16 17:38:00,phone,cD3rdwdaHh,70,17,2021-07-16,4
106,2021-07-16 17:38:00,watch,7Jos2QNbqd,62,17,2021-07-16,4
107,2021-07-16 17:39:00,phone,cD3rdwdaHh,78,17,2021-07-16,4
108,2021-07-16 17:39:00,watch,7Jos2QNbqd,80,17,2021-07-16,4
109,2021-07-16 17:40:00,phone,cD3rdwdaHh,72,17,2021-07-16,4
110,2021-07-16 17:40:00,watch,7Jos2QNbqd,68,17,2021-07-16,4
111,2021-07-16 17:41:00,phone,cD3rdwdaHh,54,17,2021-07-16,4
112,2021-07-16 17:41:00,watch,7Jos2QNbqd,24,17,2021-07-16,4
113,2021-07-16 17:42:00,phone,cD3rdwdaHh,91,17,2021-07-16,4
114,2021-07-16 17:42:00,watch,7Jos2QNbqd,98,17,2021-07-16,4
115,2021-07-16 17:43:00,phone,cD3rdwdaHh,30,17,2021-07-16,4
116,2021-07-16 17:43:00,watch,7Jos2QNbqd,33,17,2021-07-16,4
117,2021-07-16 17:44:00,phone,cD3rdwdaHh,43,17,2021-07-16,4
118,2021-07-16 17:44:00,watch,7Jos2QNbqd,33,17,2021-07-16,4
119,2021-07-16 17:45:00,phone,cD3rdwdaHh,66,17,2021-07-16,4
120,2021-07-16 17:45:00,watch,7Jos2QNbqd,55,17,2021-07-16,4
121,2021-07-16 17:46:00,phone,cD3rdwdaHh,76,17,2021-07-16,4
122,2021-07-16 17:46:00,watch,7Jos2QNbqd,73,17,2021-07-16,4
123,2021-07-16 17:47:00,phone,cD3rdwdaHh,96,17,2021-07-16,4
124,2021-07-16 17:47:00,watch,7Jos2QNbqd,94,17,2021-07-16,4
125,2021-07-16 17:48:00,phone,cD3rdwdaHh,36,17,2021-07-16,4
126,2021-07-16 17:48:00,watch,7Jos2QNbqd,36,17,2021-07-16,4
127,2021-07-16 17:49:00,phone,cD3rdwdaHh,86,17,2021-07-16,4
128,2021-07-16 17:49:00,watch,7Jos2QNbqd,93,17,2021-07-16,4
129,2021-07-16 17:50:00,phone,cD3rdwdaHh,16,17,2021-07-16,4
130,2021-07-16 17:50:00,watch,7Jos2QNbqd,16,17,2021-07-16,4
131,2021-07-16 17:51:00,phone,cD3rdwdaHh,105,17,2021-07-16,4
132,2021-07-16 17:51:00,watch,7Jos2QNbqd,108,17,2021-07-16,4
133,2021-07-16 17:53:00,phone,cD3rdwdaHh,57,17,2021-07-16,4
134,2021-07-16 17:53:00,watch,7Jos2QNbqd,54,17,2021-07-16,4
135,2021-07-16 17:54:00,phone,cD3rdwdaHh,17,17,2021-07-16,4
136,2021-07-16 17:54:00,watch,7Jos2QNbqd,2,17,2021-07-16,4
137,2021-07-16 17:55:00,phone,cD3rdwdaHh,67,17,2021-07-16,4
138,2021-07-16 17:55:00,watch,7Jos2QNbqd,58,17,2021-07-16,4
139,2021-07-16 17:56:00,phone,cD3rdwdaHh,84,17,2021-07-16,4
140,2021-07-16 17:56:00,watch,7Jos2QNbqd,74,17,2021-07-16,4
141,2021-07-16 17:57:00,phone,cD3rdwdaHh,66,17,2021-07-16,4
142,2021-07-16 17:57:00,watch,7Jos2QNbqd,65,17,2021-07-16,4
143,2021-07-16 17:58:00,phone,cD3rdwdaHh,12,17,2021-07-16,4
144,2021-07-16 17:58:00,watch,7Jos2QNbqd,17,17,2021-07-16,4
145,2021-07-16 17:59:00,phone,cD3rdwdaHh,16,17,2021-07-16,4
146,2021-07-16 17:59:00,watch,7Jos2QNbqd,16,17,2021-07-16,4
147,2021-07-16 18:01:00,phone,cD3rdwdaHh,36,18,2021-07-16,4
148,2021-07-16 18:01:00,watch,7Jos2QNbqd,48,18,2021-07-16,4
149,2021-07-16 18:02:00,phone,cD3rdwdaHh,79,18,2021-07-16,4
150,2021-07-16 18:02:00,watch,7Jos2QNbqd,74,18,2021-07-16,4
151,2021-07-16 18:04:00,phone,cD3rdwdaHh,27,18,2021-07-16,4
152,2021-07-16 18:04:00,watch,7Jos2QNbqd,24,18,2021-07-16,4
153,2021-07-16 18:05:00,phone,cD3rdwdaHh,94,18,2021-07-16,4
154,2021-07-16 18:05:00,watch,7Jos2QNbqd,97,18,2021-07-16,4
155,2021-07-16 18:06:00,phone,cD3rdwdaHh,100,18,2021-07-16,4
156,2021-07-16 18:06:00,watch,7Jos2QNbqd,105,18,2021-07-16,4
157,2021-07-16 18:07:00,phone,cD3rdwdaHh,112,18,2021-07-16,4
158,2021-07-16 18:07:00,watch,7Jos2QNbqd,108,18,2021-07-16,4
159,2021-07-16 18:08:00,phone,cD3rdwdaHh,99,18,2021-07-16,4
160,2021-07-16 18:08:00,watch,7Jos2QNbqd,107,18,2021-07-16,4
161,2021-07-16 18:09:00,phone,cD3rdwdaHh,114,18,2021-07-16,4
162,2021-07-16 18:09:00,watch,7Jos2QNbqd,109,18,2021-07-16,4
163,2021-07-16 18:10:00,phone,cD3rdwdaHh,105,18,2021-07-16,4
164,2021-07-16 18:10:00,watch,7Jos2QNbqd,113,18,2021-07-16,4
165,2021-07-16 18:11:00,phone,cD3rdwdaHh,64,18,2021-07-16,4
166,2021-07-16 18:11:00,watch,7Jos2QNbqd,76,18,2021-07-16,4
167,2021-07-16 18:12:00,phone,cD3rdwdaHh,23,18,2021-07-16,4
168,2021-07-16 18:12:00,watch,7Jos2QNbqd,26,18,2021-07-16,4
169,2021-07-16 18:13:00,phone,cD3rdwdaHh,114,18,2021-07-16,4
170,2021-07-16 18:13:00,watch,7Jos2QNbqd,119,18,2021-07-16,4
171,2021-07-16 18:14:00,phone,cD3rdwdaHh,120,18,2021-07-16,4
172,2021-07-16 18:14:00,watch,7Jos2QNbqd,121,18,2021-07-16,4
173,2021-07-16 18:15:00,phone,cD3rdwdaHh,119,18,2021-07-16,4
174,2021-07-16 18:15:00,watch,7Jos2QNbqd,123,18,2021-07-16,4
175,2021-07-16 18:16:00,phone,cD3rdwdaHh,120,18,2021-07-16,4
176,2021-07-16 18:16:00,watch,7Jos2QNbqd,125,18,2021-07-16,4
177,2021-07-16 18:17:00,phone,cD3rdwdaHh,96,18,2021-07-16,4
178,2021-07-16 18:17:00,watch,7Jos2QNbqd,92,18,2021-07-16,4
179,2021-07-16 18:18:00,phone,cD3rdwdaHh,93,18,2021-07-16,4
180,2021-07-16 18:18:00,watch,7Jos2QNbqd,96,18,2021-07-16,4
181,2021-07-16 18:19:00,phone,cD3rdwdaHh,106,18,2021-07-16,4
182,2021-07-16 18:19:00,watch,7Jos2QNbqd,113,18,2021-07-16,4
183,2021-07-16 18:20:00,phone,cD3rdwdaHh,116,18,2021-07-16,4
184,2021-07-16 18:20:00,watch,7Jos2QNbqd,118,18,2021-07-16,4
185,2021-07-16 18:21:00,phone,cD3rdwdaHh,41,18,2021-07-16,4
186,2021-07-16 18:21:00,watch,7Jos2QNbqd,44,18,2021-07-16,4
187,2021-07-16 18:27:00,watch,7Jos2QNbqd,14,18,2021-07-16,4
188,2021-07-16 18:29:00,watch,7Jos2QNbqd,13,18,2021-07-16,4
189,2021-07-16 18:30:00,watch,7Jos2QNbqd,28,18,2021-07-16,4
190,2021-07-16 18:50:00,phone,cD3rdwdaHh,12,18,2021-07-16,4
191,2021-07-16 19:02:00,phone,cD3rdwdaHh,45,19,2021-07-16,4
192,2021-07-16 19:03:00,phone,cD3rdwdaHh,1,19,2021-07-16,4
193,2021-07-16 19:04:00,phone,cD3rdwdaHh,13,19,2021-07-16,4
194,2021-07-16 19:56:00,phone,cD3rdwdaHh,15,19,2021-07-16,4
195,2021-07-16 20:09:00,phone,cD3rdwdaHh,32,20,2021-07-16,4
196,2021-07-16 21:57:00,phone,cD3rdwdaHh,32,21,2021-07-16,4
197,2021-07-16 21:58:00,phone,cD3rdwdaHh,28,21,2021-07-16,4
198,2021-07-16 21:59:00,phone,cD3rdwdaHh,90,21,2021-07-16,4
199,2021-07-16 22:00:00,phone,cD3rdwdaHh,90,22,2021-07-16,4
200,2021-07-16 22:01:00,phone,cD3rdwdaHh,64,22,2021-07-16,4
201,2021-07-16 22:02:00,phone,cD3rdwdaHh,113,22,2021-07-16,4
