,timestamp,device,uuid,step,hour,date,weekday
0,2021-07-02 00:09:00,watch,1wGp1nDuOy,7,0,2021-07-02,4
1,2021-07-02 00:56:00,watch,1wGp1nDuOy,7,0,2021-07-02,4
2,2021-07-02 00:58:00,watch,1wGp1nDuOy,3,0,2021-07-02,4
3,2021-07-02 01:15:00,watch,1wGp1nDuOy,11,1,2021-07-02,4
4,2021-07-02 02:28:00,watch,1wGp1nDuOy,15,2,2021-07-02,4
5,2021-07-02 05:31:00,watch,1wGp1nDuOy,7,5,2021-07-02,4
6,2021-07-02 05:54:00,watch,1wGp1nDuOy,3,5,2021-07-02,4
7,2021-07-02 05:57:00,watch,1wGp1nDuOy,11,5,2021-07-02,4
8,2021-07-02 06:02:00,watch,1wGp1nDuOy,18,6,2021-07-02,4
9,2021-07-02 07:10:00,watch,1wGp1nDuOy,2,7,2021-07-02,4
10,2021-07-02 07:35:00,watch,1wGp1nDuOy,6,7,2021-07-02,4
11,2021-07-02 09:00:00,watch,1wGp1nDuOy,18,9,2021-07-02,4
12,2021-07-02 09:02:00,watch,1wGp1nDuOy,18,9,2021-07-02,4
13,2021-07-02 09:05:00,watch,1wGp1nDuOy,11,9,2021-07-02,4
14,2021-07-02 09:10:00,watch,1wGp1nDuOy,17,9,2021-07-02,4
15,2021-07-02 09:15:00,watch,1wGp1nDuOy,16,9,2021-07-02,4
16,2021-07-02 09:20:00,watch,1wGp1nDuOy,10,9,2021-07-02,4
17,2021-07-02 09:25:00,watch,1wGp1nDuOy,18,9,2021-07-02,4
18,2021-07-02 09:30:00,watch,1wGp1nDuOy,15,9,2021-07-02,4
19,2021-07-02 09:50:00,watch,1wGp1nDuOy,17,9,2021-07-02,4
20,2021-07-02 09:55:00,watch,1wGp1nDuOy,12,9,2021-07-02,4
21,2021-07-02 10:04:00,watch,1wGp1nDuOy,8,10,2021-07-02,4
22,2021-07-02 10:09:00,watch,1wGp1nDuOy,1,10,2021-07-02,4
23,2021-07-02 10:17:00,phone,lLuihBO/H4,17,10,2021-07-02,4
24,2021-07-02 10:18:00,phone,lLuihBO/H4,7,10,2021-07-02,4
25,2021-07-02 10:40:00,phone,lLuihBO/H4,8,10,2021-07-02,4
26,2021-07-02 11:25:00,phone,lLuihBO/H4,26,11,2021-07-02,4
27,2021-07-02 11:26:00,phone,lLuihBO/H4,1,11,2021-07-02,4
28,2021-07-02 11:26:00,watch,vT1RNUS35V,14,11,2021-07-02,4
29,2021-07-02 11:27:00,phone,lLuihBO/H4,62,11,2021-07-02,4
30,2021-07-02 11:27:00,watch,vT1RNUS35V,53,11,2021-07-02,4
31,2021-07-02 11:28:00,phone,lLuihBO/H4,110,11,2021-07-02,4
32,2021-07-02 11:28:00,watch,vT1RNUS35V,107,11,2021-07-02,4
33,2021-07-02 11:29:00,phone,lLuihBO/H4,112,11,2021-07-02,4
34,2021-07-02 11:29:00,watch,vT1RNUS35V,110,11,2021-07-02,4
35,2021-07-02 11:30:00,phone,lLuihBO/H4,118,11,2021-07-02,4
36,2021-07-02 11:30:00,watch,vT1RNUS35V,114,11,2021-07-02,4
37,2021-07-02 11:31:00,phone,lLuihBO/H4,114,11,2021-07-02,4
38,2021-07-02 11:31:00,watch,vT1RNUS35V,110,11,2021-07-02,4
39,2021-07-02 11:32:00,phone,lLuihBO/H4,115,11,2021-07-02,4
40,2021-07-02 11:32:00,watch,vT1RNUS35V,113,11,2021-07-02,4
41,2021-07-02 11:33:00,phone,lLuihBO/H4,114,11,2021-07-02,4
42,2021-07-02 11:33:00,watch,vT1RNUS35V,111,11,2021-07-02,4
43,2021-07-02 11:34:00,phone,lLuihBO/H4,116,11,2021-07-02,4
44,2021-07-02 11:34:00,watch,vT1RNUS35V,110,11,2021-07-02,4
45,2021-07-02 11:35:00,phone,lLuihBO/H4,111,11,2021-07-02,4
46,2021-07-02 11:35:00,watch,vT1RNUS35V,114,11,2021-07-02,4
47,2021-07-02 11:36:00,phone,lLuihBO/H4,111,11,2021-07-02,4
48,2021-07-02 11:36:00,watch,vT1RNUS35V,112,11,2021-07-02,4
49,2021-07-02 11:37:00,phone,lLuihBO/H4,112,11,2021-07-02,4
