,timestamp,device,uuid,step,hour,date,weekday
0,2021-07-15 00:16:00,watch,TRogvgqG9w,20,0,2021-07-15,3
1,2021-07-15 00:30:00,watch,TRogvgqG9w,12,0,2021-07-15,3
2,2021-07-15 00:33:00,watch,TRogvgqG9w,18,0,2021-07-15,3
3,2021-07-15 00:47:00,phone,45LKR3CVGM,8,0,2021-07-15,3
4,2021-07-15 00:47:00,watch,TRogvgqG9w,10,0,2021-07-15,3
5,2021-07-15 00:50:00,phone,45LKR3CVGM,7,0,2021-07-15,3
6,2021-07-15 00:50:00,watch,TRogvgqG9w,31,0,2021-07-15,3
7,2021-07-15 00:53:00,phone,45LKR3CVGM,10,0,2021-07-15,3
8,2021-07-15 01:23:00,watch,TRogvgqG9w,14,1,2021-07-15,3
9,2021-07-15 01:32:00,phone,45LKR3CVGM,15,1,2021-07-15,3
10,2021-07-15 01:33:00,phone,45LKR3CVGM,9,1,2021-07-15,3
11,2021-07-15 01:34:00,watch,TRogvgqG9w,6,1,2021-07-15,3
12,2021-07-15 01:40:00,watch,TRogvgqG9w,11,1,2021-07-15,3
13,2021-07-15 01:53:00,watch,TRogvgqG9w,16,1,2021-07-15,3
14,2021-07-15 02:05:00,watch,TRogvgqG9w,10,2,2021-07-15,3
15,2021-07-15 02:17:00,watch,TRogvgqG9w,44,2,2021-07-15,3
16,2021-07-15 02:19:00,watch,TRogvgqG9w,7,2,2021-07-15,3
17,2021-07-15 02:22:00,watch,TRogvgqG9w,14,2,2021-07-15,3
18,2021-07-15 02:23:00,watch,TRogvgqG9w,22,2,2021-07-15,3
19,2021-07-15 02:34:00,watch,TRogvgqG9w,18,2,2021-07-15,3
20,2021-07-15 02:38:00,watch,TRogvgqG9w,23,2,2021-07-15,3
21,2021-07-15 02:41:00,watch,TRogvgqG9w,15,2,2021-07-15,3
22,2021-07-15 02:52:00,watch,TRogvgqG9w,15,2,2021-07-15,3
23,2021-07-15 02:53:00,watch,TRogvgqG9w,39,2,2021-07-15,3
24,2021-07-15 02:56:00,watch,TRogvgqG9w,25,2,2021-07-15,3
25,2021-07-15 03:06:00,watch,TRogvgqG9w,6,3,2021-07-15,3
26,2021-07-15 03:07:00,watch,TRogvgqG9w,8,3,2021-07-15,3
27,2021-07-15 03:08:00,watch,TRogvgqG9w,7,3,2021-07-15,3
28,2021-07-15 03:09:00,watch,TRogvgqG9w,6,3,2021-07-15,3
29,2021-07-15 03:10:00,watch,TRogvgqG9w,97,3,2021-07-15,3
30,2021-07-15 03:11:00,watch,TRogvgqG9w,12,3,2021-07-15,3
31,2021-07-15 03:12:00,watch,TRogvgqG9w,131,3,2021-07-15,3
32,2021-07-15 03:13:00,watch,TRogvgqG9w,45,3,2021-07-15,3
33,2021-07-15 03:20:00,watch,TRogvgqG9w,56,3,2021-07-15,3
34,2021-07-15 03:23:00,watch,TRogvgqG9w,12,3,2021-07-15,3
