,timestamp,step,device
0,2021-10-16 00:00:00,13.0,watch
1,2021-10-16 00:02:00,45.0,watch
2,2021-10-16 00:03:00,40.0,watch
3,2021-10-16 00:04:00,46.0,watch
4,2021-10-16 00:05:00,13.0,watch
5,2021-10-16 00:08:00,12.0,watch
6,2021-10-16 00:19:00,11.0,watch
7,2021-10-16 00:23:00,20.0,watch
8,2021-10-16 00:31:00,14.0,watch
9,2021-10-16 00:32:00,10.0,watch
10,2021-10-16 00:36:00,36.0,watch
11,2021-10-16 00:38:00,12.0,watch
12,2021-10-16 00:39:00,32.0,watch
13,2021-10-16 01:21:00,54.0,phone
14,2021-10-16 01:21:00,74.0,watch
15,2021-10-16 01:22:00,49.0,watch
16,2021-10-16 01:23:00,53.0,watch
17,2021-10-16 01:24:00,62.0,phone
18,2021-10-16 01:24:00,86.0,watch
19,2021-10-16 01:25:00,21.0,phone
20,2021-10-16 01:25:00,54.0,watch
21,2021-10-16 01:26:00,15.0,watch
22,2021-10-16 02:18:00,15.0,watch
23,2021-10-16 02:19:00,21.0,watch
24,2021-10-16 02:20:00,11.0,watch
25,2021-10-16 02:49:00,11.0,watch
26,2021-10-16 02:50:00,21.0,phone
27,2021-10-16 02:50:00,10.0,watch
28,2021-10-16 02:51:00,53.0,phone
29,2021-10-16 02:51:00,68.0,watch
30,2021-10-16 02:53:00,60.0,phone
31,2021-10-16 02:53:00,40.0,watch
32,2021-10-16 02:54:00,14.0,phone
33,2021-10-16 02:54:00,41.0,watch
34,2021-10-16 02:55:00,15.0,watch
35,2021-10-16 02:56:00,30.0,watch
36,2021-10-16 02:58:00,11.0,watch
37,2021-10-16 02:59:00,10.0,watch
38,2021-10-16 03:01:00,12.0,watch
39,2021-10-16 03:03:00,32.0,watch
40,2021-10-16 03:04:00,36.0,watch
41,2021-10-16 03:05:00,12.0,watch
42,2021-10-16 03:06:00,23.0,watch
43,2021-10-16 03:07:00,33.0,watch
44,2021-10-16 03:08:00,26.0,watch
45,2021-10-16 03:10:00,10.0,watch
46,2021-10-16 03:11:00,14.0,watch
47,2021-10-16 03:12:00,39.0,watch
48,2021-10-16 03:13:00,32.0,watch
49,2021-10-16 03:14:00,17.0,watch
50,2021-10-16 03:16:00,18.0,watch
51,2021-10-16 03:17:00,10.0,watch
52,2021-10-16 03:20:00,8.0,watch
53,2021-10-16 03:21:00,14.0,watch
54,2021-10-16 03:28:00,22.0,watch
55,2021-10-16 03:29:00,13.0,watch
56,2021-10-16 03:30:00,29.0,watch
57,2021-10-16 03:32:00,16.0,watch
58,2021-10-16 03:34:00,17.0,watch
59,2021-10-16 03:35:00,11.0,watch
60,2021-10-16 03:36:00,14.0,watch
61,2021-10-16 03:39:00,10.0,watch
62,2021-10-16 03:40:00,16.0,watch
63,2021-10-16 03:41:00,10.0,watch
64,2021-10-16 03:46:00,14.0,phone
65,2021-10-16 03:47:00,16.0,phone
66,2021-10-16 03:47:00,40.0,watch
67,2021-10-16 03:48:00,7.0,phone
68,2021-10-16 03:48:00,10.0,watch
69,2021-10-16 03:49:00,38.0,phone
70,2021-10-16 03:49:00,53.0,watch
71,2021-10-16 03:50:00,52.0,phone
72,2021-10-16 03:50:00,43.0,watch
73,2021-10-16 03:51:00,86.0,phone
74,2021-10-16 03:51:00,101.0,watch
75,2021-10-16 03:52:00,104.0,phone
76,2021-10-16 03:52:00,106.0,watch
77,2021-10-16 03:53:00,108.0,phone
78,2021-10-16 03:53:00,111.0,watch
79,2021-10-16 03:54:00,110.0,phone
80,2021-10-16 03:54:00,111.0,watch
81,2021-10-16 03:55:00,113.0,phone
82,2021-10-16 03:55:00,116.0,watch
83,2021-10-16 03:56:00,117.0,phone
84,2021-10-16 03:56:00,117.0,watch
85,2021-10-16 03:57:00,119.0,phone
86,2021-10-16 03:57:00,109.0,watch
87,2021-10-16 03:58:00,120.0,phone
88,2021-10-16 03:58:00,116.0,watch
89,2021-10-16 03:59:00,114.0,phone
90,2021-10-16 03:59:00,118.0,watch
91,2021-10-16 04:00:00,121.0,phone
92,2021-10-16 04:00:00,122.0,watch
93,2021-10-16 04:01:00,115.0,phone
94,2021-10-16 04:01:00,115.0,watch
95,2021-10-16 04:02:00,125.0,phone
96,2021-10-16 04:02:00,123.0,watch
97,2021-10-16 04:03:00,107.0,phone
98,2021-10-16 04:03:00,84.0,watch
99,2021-10-16 04:04:00,49.0,phone
100,2021-10-16 04:04:00,77.0,watch
101,2021-10-16 04:05:00,17.0,phone
102,2021-10-16 04:06:00,26.0,phone
103,2021-10-16 04:06:00,30.0,watch
104,2021-10-16 04:07:00,6.0,phone
105,2021-10-16 04:07:00,28.0,watch
106,2021-10-16 04:08:00,10.0,watch
107,2021-10-16 04:09:00,34.0,watch
108,2021-10-16 04:11:00,24.0,watch
109,2021-10-16 04:12:00,10.0,watch
110,2021-10-16 04:13:00,12.0,phone
111,2021-10-16 04:13:00,12.0,watch
112,2021-10-16 04:14:00,33.0,watch
113,2021-10-16 04:16:00,14.0,watch
114,2021-10-16 04:17:00,11.0,watch
115,2021-10-16 04:23:00,36.0,watch
116,2021-10-16 04:24:00,23.0,watch
