,timestamp,step,device
0,2021-07-21 01:01:00,12.0,phone
1,2021-07-21 01:07:00,9.0,phone
2,2021-07-21 01:08:00,78.0,watch
3,2021-07-21 01:12:00,15.0,watch
4,2021-07-21 01:13:00,53.0,watch
5,2021-07-21 01:15:00,14.0,phone
6,2021-07-21 01:16:00,18.0,phone
7,2021-07-21 01:34:00,6.0,phone
8,2021-07-21 01:35:00,2.0,phone
9,2021-07-21 01:40:00,18.0,phone
10,2021-07-21 03:51:00,10.0,phone
11,2021-07-21 03:53:00,8.0,phone
12,2021-07-21 03:55:00,9.0,phone
13,2021-07-21 03:56:00,6.0,phone
14,2021-07-21 04:04:00,6.0,phone
15,2021-07-21 04:27:00,17.0,phone
16,2021-07-21 04:28:00,35.0,phone
17,2021-07-21 04:30:00,22.0,phone
18,2021-07-21 04:55:00,17.0,phone
19,2021-07-21 04:56:00,25.0,phone
20,2021-07-21 04:57:00,7.0,phone
21,2021-07-21 06:33:00,12.0,phone
22,2021-07-21 06:35:00,7.0,phone
23,2021-07-21 07:30:00,7.0,phone
24,2021-07-21 07:39:00,6.0,phone
25,2021-07-21 07:49:00,12.0,phone
26,2021-07-21 08:23:00,12.0,phone
27,2021-07-21 08:24:00,20.0,phone
28,2021-07-21 08:24:00,20.0,watch
29,2021-07-21 08:25:00,26.0,phone
30,2021-07-21 08:25:00,43.0,watch
31,2021-07-21 08:26:00,15.0,phone
32,2021-07-21 08:27:00,14.0,phone
33,2021-07-21 08:27:00,10.0,watch
34,2021-07-21 08:28:00,85.0,phone
35,2021-07-21 08:28:00,88.0,watch
36,2021-07-21 08:35:00,20.0,phone
37,2021-07-21 08:40:00,0.0,phone
38,2021-07-21 08:41:00,53.0,phone
39,2021-07-21 08:42:00,106.0,phone
40,2021-07-21 08:42:00,103.0,watch
41,2021-07-21 08:43:00,62.0,phone
42,2021-07-21 08:43:00,46.0,watch
43,2021-07-21 08:44:00,7.0,phone
44,2021-07-21 08:45:00,45.0,phone
45,2021-07-21 08:45:00,41.0,watch
46,2021-07-21 09:36:00,23.0,phone
47,2021-07-21 09:36:00,10.0,watch
48,2021-07-21 09:37:00,46.0,phone
49,2021-07-21 09:37:00,27.0,watch
50,2021-07-21 10:29:00,36.0,phone
51,2021-07-21 10:29:00,28.0,watch
52,2021-07-21 10:30:00,47.0,phone
53,2021-07-21 10:30:00,17.0,watch
54,2021-07-21 11:05:00,43.0,phone
55,2021-07-21 11:05:00,34.0,watch
56,2021-07-21 12:42:00,14.0,phone
57,2021-07-21 12:43:00,41.0,phone
58,2021-07-21 12:43:00,40.0,watch
59,2021-07-21 12:44:00,61.0,phone
60,2021-07-21 12:44:00,63.0,watch
61,2021-07-21 12:45:00,52.0,phone
62,2021-07-21 12:45:00,52.0,watch
63,2021-07-21 12:46:00,10.0,watch
64,2021-07-21 13:17:00,39.0,phone
65,2021-07-21 13:17:00,28.0,watch
66,2021-07-21 13:18:00,19.0,phone
67,2021-07-21 13:18:00,29.0,watch
68,2021-07-21 13:19:00,17.0,phone
69,2021-07-21 13:19:00,29.0,watch
70,2021-07-21 13:20:00,21.0,phone
71,2021-07-21 13:20:00,24.0,watch
72,2021-07-21 13:43:00,7.0,phone
73,2021-07-21 15:14:00,10.0,watch
74,2021-07-21 15:15:00,12.0,watch
75,2021-07-21 15:16:00,19.0,phone
76,2021-07-21 15:16:00,25.0,watch
77,2021-07-21 15:27:00,51.0,phone
78,2021-07-21 15:27:00,50.0,watch
79,2021-07-21 15:29:00,42.0,phone
80,2021-07-21 15:29:00,58.0,watch
81,2021-07-21 15:30:00,18.0,phone
82,2021-07-21 15:30:00,18.0,watch
83,2021-07-21 15:44:00,27.0,phone
84,2021-07-21 15:44:00,32.0,watch
85,2021-07-21 15:46:00,21.0,phone
86,2021-07-21 15:52:00,15.0,phone
87,2021-07-21 15:53:00,102.0,phone
88,2021-07-21 15:53:00,93.0,watch
89,2021-07-21 15:54:00,64.0,phone
90,2021-07-21 15:54:00,71.0,watch
91,2021-07-21 15:55:00,11.0,watch
92,2021-07-21 16:09:00,32.0,phone
93,2021-07-21 16:10:00,18.0,phone
94,2021-07-21 16:10:00,17.0,watch
95,2021-07-21 16:11:00,18.0,phone
96,2021-07-21 16:11:00,11.0,watch
97,2021-07-21 16:15:00,7.0,phone
98,2021-07-21 16:27:00,12.0,phone
99,2021-07-21 16:28:00,7.0,phone
100,2021-07-21 19:48:00,11.0,watch
101,2021-07-21 19:49:00,26.0,phone
102,2021-07-21 19:49:00,12.0,watch
103,2021-07-21 19:50:00,57.0,phone
104,2021-07-21 19:50:00,25.0,watch
105,2021-07-21 20:04:00,26.0,phone
106,2021-07-21 20:04:00,26.0,watch
107,2021-07-21 20:05:00,70.0,phone
108,2021-07-21 20:05:00,64.0,watch
109,2021-07-21 20:06:00,57.0,phone
110,2021-07-21 20:06:00,64.0,watch
111,2021-07-21 20:07:00,7.0,phone
112,2021-07-21 20:08:00,29.0,watch
113,2021-07-21 20:09:00,40.0,watch
114,2021-07-21 20:10:00,18.0,phone
115,2021-07-21 20:10:00,20.0,watch
116,2021-07-21 20:11:00,36.0,phone
117,2021-07-21 20:11:00,30.0,watch
118,2021-07-21 20:12:00,33.0,phone
119,2021-07-21 20:12:00,50.0,watch
120,2021-07-21 20:13:00,43.0,watch
121,2021-07-21 20:15:00,12.0,watch
122,2021-07-21 20:16:00,43.0,watch
123,2021-07-21 20:18:00,44.0,watch
124,2021-07-21 20:21:00,14.0,watch
125,2021-07-21 20:22:00,27.0,watch
126,2021-07-21 20:23:00,14.0,watch
127,2021-07-21 20:27:00,10.0,watch
128,2021-07-21 20:30:00,13.0,watch
129,2021-07-21 20:33:00,10.0,watch
130,2021-07-21 20:35:00,34.0,watch
131,2021-07-21 21:48:00,10.0,watch
132,2021-07-21 21:49:00,14.0,watch
133,2021-07-21 21:50:00,24.0,watch
134,2021-07-21 21:51:00,37.0,watch
135,2021-07-21 21:52:00,41.0,watch
136,2021-07-21 21:53:00,20.0,watch
137,2021-07-21 21:54:00,25.0,watch
138,2021-07-21 21:55:00,32.0,watch
139,2021-07-21 21:56:00,28.0,watch
140,2021-07-21 21:57:00,65.0,watch
141,2021-07-21 21:58:00,17.0,watch
142,2021-07-21 21:59:00,19.0,watch
143,2021-07-21 22:03:00,16.0,phone
144,2021-07-21 22:03:00,19.0,watch
145,2021-07-21 22:04:00,56.0,phone
146,2021-07-21 22:04:00,84.0,watch
147,2021-07-21 22:05:00,10.0,watch
148,2021-07-21 22:18:00,14.0,phone
149,2021-07-21 22:18:00,34.0,watch
150,2021-07-21 22:19:00,12.0,phone
151,2021-07-21 22:19:00,26.0,watch
152,2021-07-21 22:20:00,6.0,phone
153,2021-07-21 22:20:00,19.0,watch
154,2021-07-21 22:21:00,7.0,phone
155,2021-07-21 22:21:00,11.0,watch
156,2021-07-21 22:22:00,12.0,phone
157,2021-07-21 22:23:00,6.0,phone
158,2021-07-21 22:27:00,16.0,phone
159,2021-07-21 22:28:00,10.0,phone
160,2021-07-21 22:28:00,10.0,watch
161,2021-07-21 22:41:00,8.0,phone
162,2021-07-21 22:42:00,14.0,phone
163,2021-07-21 22:55:00,18.0,phone
164,2021-07-21 22:58:00,7.0,phone
165,2021-07-21 22:59:00,10.0,phone
166,2021-07-22 00:05:00,14.0,phone
167,2021-07-22 00:20:00,11.0,phone
168,2021-07-22 00:21:00,6.0,phone
169,2021-07-22 00:26:00,7.0,phone
170,2021-07-22 00:34:00,6.0,phone
171,2021-07-22 06:17:00,10.0,phone
172,2021-07-22 06:38:00,7.0,phone
173,2021-07-22 09:57:00,15.0,watch
174,2021-07-22 09:58:00,14.0,watch
175,2021-07-22 09:59:00,32.0,watch
176,2021-07-22 10:00:00,13.0,watch
177,2021-07-22 10:01:00,19.0,watch
178,2021-07-22 10:06:00,19.0,watch
179,2021-07-22 10:07:00,23.0,watch
180,2021-07-22 10:08:00,13.0,watch
181,2021-07-22 10:10:00,46.0,watch
182,2021-07-22 10:11:00,32.0,watch
183,2021-07-22 10:12:00,38.0,watch
184,2021-07-22 10:14:00,10.0,watch
185,2021-07-22 10:15:00,52.0,watch
186,2021-07-22 10:16:00,8.0,phone
187,2021-07-22 10:16:00,26.0,watch
188,2021-07-22 10:17:00,19.0,phone
189,2021-07-22 10:17:00,19.0,watch
190,2021-07-22 10:18:00,48.0,phone
191,2021-07-22 10:18:00,43.0,watch
192,2021-07-22 10:29:00,70.0,phone
193,2021-07-22 10:29:00,47.0,watch
194,2021-07-22 10:30:00,107.0,phone
195,2021-07-22 10:30:00,106.0,watch
196,2021-07-22 10:31:00,33.0,phone
197,2021-07-22 10:31:00,21.0,watch
198,2021-07-22 10:32:00,21.0,phone
199,2021-07-22 10:32:00,18.0,watch
200,2021-07-22 11:49:00,8.0,phone
201,2021-07-22 11:50:00,42.0,phone
202,2021-07-22 11:50:00,32.0,watch
203,2021-07-22 11:51:00,38.0,phone
204,2021-07-22 11:51:00,30.0,watch
205,2021-07-22 11:52:00,3.0,phone
206,2021-07-22 11:52:00,21.0,watch
207,2021-07-22 11:54:00,7.0,phone
208,2021-07-22 11:55:00,33.0,phone
209,2021-07-22 11:55:00,31.0,watch
210,2021-07-22 11:58:00,48.0,phone
211,2021-07-22 11:58:00,44.0,watch
212,2021-07-22 11:59:00,13.0,watch
213,2021-07-22 12:00:00,10.0,watch
214,2021-07-22 12:05:00,10.0,watch
215,2021-07-22 12:21:00,41.0,phone
216,2021-07-22 12:21:00,56.0,watch
217,2021-07-22 12:22:00,62.0,phone
218,2021-07-22 12:22:00,34.0,watch
219,2021-07-22 12:23:00,53.0,phone
220,2021-07-22 12:23:00,56.0,watch
221,2021-07-22 12:24:00,56.0,phone
222,2021-07-22 12:24:00,36.0,watch
223,2021-07-22 12:47:00,65.0,phone
224,2021-07-22 12:47:00,44.0,watch
225,2021-07-22 12:55:00,16.0,phone
226,2021-07-22 12:55:00,13.0,watch
227,2021-07-22 12:56:00,59.0,phone
228,2021-07-22 12:56:00,70.0,watch
229,2021-07-22 12:57:00,1.0,phone
230,2021-07-22 15:19:00,20.0,phone
231,2021-07-22 15:19:00,17.0,watch
232,2021-07-22 15:20:00,19.0,phone
233,2021-07-22 15:20:00,2.0,watch
234,2021-07-22 15:22:00,23.0,phone
235,2021-07-22 15:22:00,21.0,watch
236,2021-07-22 15:34:00,30.0,watch
237,2021-07-22 15:37:00,19.0,watch
238,2021-07-22 16:26:00,16.0,phone
239,2021-07-22 16:27:00,52.0,phone
240,2021-07-22 16:27:00,17.0,watch
241,2021-07-22 16:28:00,18.0,phone
242,2021-07-22 16:43:00,26.0,phone
243,2021-07-22 16:43:00,23.0,watch
244,2021-07-22 16:45:00,50.0,phone
245,2021-07-22 16:45:00,24.0,watch
246,2021-07-22 16:46:00,17.0,phone
247,2021-07-22 16:47:00,14.0,phone
248,2021-07-22 16:47:00,27.0,watch
249,2021-07-22 16:58:00,15.0,phone
250,2021-07-22 16:58:00,17.0,watch
251,2021-07-22 16:59:00,83.0,phone
