,timestamp,step,device
0,2021-10-17 01:52:00,14.0,watch
1,2021-10-17 02:01:00,19.0,watch
2,2021-10-17 09:47:00,37.0,watch
3,2021-10-17 09:48:00,50.0,watch
4,2021-10-17 09:49:00,49.0,watch
5,2021-10-17 09:50:00,45.0,watch
6,2021-10-17 09:51:00,14.0,watch
7,2021-10-17 10:03:00,14.0,watch
8,2021-10-17 10:05:00,14.0,watch
9,2021-10-17 10:06:00,13.0,watch
10,2021-10-17 10:07:00,11.0,watch
11,2021-10-17 10:09:00,7.0,phone
12,2021-10-17 10:10:00,38.0,phone
13,2021-10-17 10:10:00,26.0,watch
14,2021-10-17 10:11:00,46.0,phone
15,2021-10-17 10:11:00,30.0,watch
16,2021-10-17 10:12:00,32.0,phone
17,2021-10-17 10:12:00,31.0,watch
18,2021-10-17 10:23:00,15.0,phone
19,2021-10-17 10:26:00,43.0,phone
20,2021-10-17 10:39:00,26.0,phone
21,2021-10-17 10:44:00,18.0,phone
22,2021-10-17 10:45:00,33.0,phone
23,2021-10-17 10:46:00,71.0,phone
24,2021-10-17 10:46:00,36.0,watch
25,2021-10-17 10:54:00,9.0,phone
26,2021-10-17 10:55:00,5.0,phone
27,2021-10-17 11:00:00,36.0,phone
28,2021-10-17 11:00:00,19.0,watch
29,2021-10-17 11:01:00,44.0,phone
30,2021-10-17 11:01:00,40.0,watch
31,2021-10-17 11:04:00,22.0,phone
32,2021-10-17 11:05:00,19.0,phone
33,2021-10-17 11:08:00,15.0,phone
34,2021-10-17 11:09:00,17.0,phone
35,2021-10-17 11:09:00,11.0,watch
36,2021-10-17 11:10:00,0.0,phone
37,2021-10-17 11:18:00,14.0,watch
38,2021-10-17 11:20:00,11.0,watch
39,2021-10-17 12:01:00,21.0,phone
40,2021-10-17 12:01:00,36.0,watch
41,2021-10-17 12:15:00,11.0,watch
42,2021-10-17 12:16:00,34.0,phone
43,2021-10-17 12:16:00,62.0,watch
44,2021-10-17 12:20:00,35.0,phone
45,2021-10-17 12:26:00,65.0,phone
46,2021-10-17 12:26:00,57.0,watch
47,2021-10-17 12:27:00,24.0,phone
48,2021-10-17 12:27:00,18.0,watch
49,2021-10-17 12:28:00,44.0,watch
50,2021-10-17 12:29:00,22.0,watch
51,2021-10-17 12:31:00,13.0,watch
52,2021-10-17 12:37:00,15.0,watch
53,2021-10-17 12:38:00,48.0,watch
54,2021-10-17 12:39:00,28.0,watch
55,2021-10-17 12:57:00,26.0,watch
56,2021-10-17 12:59:00,15.0,watch
