,timestamp,device,uuid,run,walk,step,speed,distance,calorie,hour,date,weekday
0,2021-10-19 06:28:00,watch,yfw4CH5TGJ,0,10,10,0.13085124,7.851074,0.3508377,6,2021-10-19,1
1,2021-10-19 06:48:00,watch,yfw4CH5TGJ,0,14,14,0.19058634,11.435181,0.48348236,6,2021-10-19,1
2,2021-10-19 07:24:00,watch,yfw4CH5TGJ,0,10,10,0.13117473,7.8704834,0.34851837,7,2021-10-19,1
3,2021-10-19 07:27:00,watch,yfw4CH5TGJ,0,29,29,0.39533895,23.720337,0.98651886,7,2021-10-19,1
4,2021-10-19 07:39:00,phone,ROQme73op8,0,27,27,1.3423003,19.870003,0.89999986,7,2021-10-19,1
5,2021-10-19 07:46:00,phone,ROQme73op8,0,19,26,1.0833334,18.09,0.98,7,2021-10-19,1
6,2021-10-19 08:04:00,phone,ROQme73op8,0,6,6,0.88888896,4.22,0.22,8,2021-10-19,1
7,2021-10-19 08:16:00,phone,ROQme73op8,0,11,11,1.3079811,8.45,0.40999997,8,2021-10-19,1
8,2021-10-19 08:17:00,phone,ROQme73op8,0,13,13,1.0000001,9.34,0.5,8,2021-10-19,1
9,2021-10-19 08:22:00,phone,ROQme73op8,0,7,7,1.2777778,5.33,0.25,8,2021-10-19,1
10,2021-10-19 08:26:00,phone,ROQme73op8,0,8,8,1.1388888,5.85,0.29,8,2021-10-19,1
11,2021-10-19 08:26:00,watch,UCqVBPiM+1,0,11,11,1.6666666,8.75,0.39,8,2021-10-19,1
12,2021-10-19 08:32:00,phone,ROQme73op8,0,7,7,1.3888888,5.3,0.25,8,2021-10-19,1
13,2021-10-19 08:36:00,phone,ROQme73op8,0,22,30,1.1666666,21.37,1.1,8,2021-10-19,1
14,2021-10-19 08:36:00,watch,UCqVBPiM+1,0,13,13,1.0555556,9.15,0.45,8,2021-10-19,1
15,2021-10-19 08:38:00,phone,ROQme73op8,0,21,21,1.4722222,16.44,0.71,8,2021-10-19,1
16,2021-10-19 08:40:00,phone,ROQme73op8,0,27,27,1.4722222,20.5,0.91,8,2021-10-19,1
17,2021-10-19 08:40:00,watch,UCqVBPiM+1,0,21,21,1.5,16.39,0.72,8,2021-10-19,1
18,2021-10-19 08:46:00,phone,ROQme73op8,0,20,20,1.5,15.68,0.68,8,2021-10-19,1
19,2021-10-19 08:46:00,watch,UCqVBPiM+1,0,10,10,1.1388888,7.08,0.38,8,2021-10-19,1
20,2021-10-19 08:47:00,phone,ROQme73op8,0,42,42,1.3611112,31.89,1.46,8,2021-10-19,1
21,2021-10-19 08:47:00,watch,UCqVBPiM+1,0,30,30,1.4166666,23.08,1.09,8,2021-10-19,1
22,2021-10-19 08:48:00,phone,ROQme73op8,0,58,58,1.3611112,44.81,2.29,8,2021-10-19,1
23,2021-10-19 08:48:00,watch,UCqVBPiM+1,0,68,68,1.6944444,54.14,2.4,8,2021-10-19,1
24,2021-10-19 08:49:00,phone,ROQme73op8,0,13,13,1.3888888,10.19,0.45,8,2021-10-19,1
25,2021-10-19 08:49:00,watch,UCqVBPiM+1,0,27,27,1.5,21.14,0.89,8,2021-10-19,1
26,2021-10-19 08:50:00,phone,ROQme73op8,0,59,59,1.5555556,45.95,1.93,8,2021-10-19,1
27,2021-10-19 08:50:00,watch,UCqVBPiM+1,0,16,16,1.7222222,12.76,0.53,8,2021-10-19,1
28,2021-10-19 08:52:00,phone,ROQme73op8,0,43,43,1.3888888,32.62,1.46,8,2021-10-19,1
29,2021-10-19 08:54:00,watch,UCqVBPiM+1,2,10,12,2.9444444,11.11,0.72,8,2021-10-19,1
30,2021-10-19 08:55:00,phone,ROQme73op8,0,21,30,1.75,22.5,0.97,8,2021-10-19,1
31,2021-10-19 08:56:00,phone,ROQme73op8,0,40,53,1.6111112,38.39,1.75,8,2021-10-19,1
32,2021-10-19 08:57:00,phone,ROQme73op8,0,58,100,1.5833334,68.44,4.29,8,2021-10-19,1
33,2021-10-19 08:58:00,phone,ROQme73op8,0,63,96,1.5,66.5,3.79,8,2021-10-19,1
34,2021-10-19 08:59:00,phone,ROQme73op8,5,79,96,1.8611112,76.23,3.18,8,2021-10-19,1
35,2021-10-19 09:00:00,phone,ROQme73op8,0,4,35,1.75,17.83,1.05,9,2021-10-19,1
36,2021-10-19 09:02:00,phone,ROQme73op8,0,63,58,1.5277778,44.66,2.02,9,2021-10-19,1
37,2021-10-19 09:03:00,phone,ROQme73op8,0,108,123,1.8611112,97.55,3.82,9,2021-10-19,1
38,2021-10-19 09:04:00,phone,ROQme73op8,0,76,76,1.75,60.89,2.31,9,2021-10-19,1
39,2021-10-19 09:05:00,phone,ROQme73op8,0,71,71,1.6944444,55.9,2.31,9,2021-10-19,1
40,2021-10-19 09:06:00,phone,ROQme73op8,0,57,57,1.4444444,43.8,1.85,9,2021-10-19,1
41,2021-10-19 09:09:00,phone,ROQme73op8,0,39,39,1.3512868,29.440004,1.3499997,9,2021-10-19,1
42,2021-10-19 09:10:00,phone,ROQme73op8,0,31,31,1.1711278,22.769999,1.1499999,9,2021-10-19,1
43,2021-10-19 09:10:00,watch,UCqVBPiM+1,0,14,14,1.3888888,10.63,0.5,9,2021-10-19,1
44,2021-10-19 09:11:00,phone,ROQme73op8,0,88,108,1.3888888,79.79,3.7,9,2021-10-19,1
45,2021-10-19 09:11:00,watch,UCqVBPiM+1,0,95,95,1.4166666,72.54,3.08,9,2021-10-19,1
46,2021-10-19 09:12:00,phone,ROQme73op8,0,94,102,1.3055556,76.18,3.93,9,2021-10-19,1
