,timestamp,step,device
0,2021-07-14 00:25:00,6.0,phone
1,2021-07-14 02:02:00,10.0,phone
2,2021-07-14 08:16:00,8.0,phone
3,2021-07-14 08:17:00,14.0,watch
4,2021-07-14 08:18:00,54.0,watch
5,2021-07-14 08:19:00,12.0,watch
6,2021-07-14 08:22:00,9.0,phone
7,2021-07-14 08:36:00,9.0,phone
8,2021-07-14 08:37:00,73.0,phone
9,2021-07-14 08:37:00,80.0,watch
10,2021-07-14 08:38:00,108.0,phone
11,2021-07-14 08:38:00,96.0,watch
12,2021-07-14 08:39:00,111.0,phone
13,2021-07-14 08:39:00,108.0,watch
14,2021-07-14 08:40:00,108.0,phone
15,2021-07-14 08:40:00,112.0,watch
16,2021-07-14 08:41:00,113.0,phone
17,2021-07-14 08:41:00,114.0,watch
18,2021-07-14 08:42:00,57.0,phone
19,2021-07-14 08:42:00,48.0,watch
20,2021-07-14 08:44:00,0.0,phone
21,2021-07-14 08:56:00,51.0,phone
22,2021-07-14 08:56:00,29.0,watch
23,2021-07-14 08:57:00,43.0,phone
24,2021-07-14 08:57:00,31.0,watch
25,2021-07-14 08:58:00,81.0,phone
26,2021-07-14 08:58:00,72.0,watch
27,2021-07-14 08:59:00,34.0,phone
28,2021-07-14 08:59:00,31.0,watch
29,2021-07-14 09:02:00,103.0,phone
30,2021-07-14 09:02:00,78.0,watch
31,2021-07-14 09:03:00,102.0,phone
32,2021-07-14 09:03:00,95.0,watch
33,2021-07-14 09:04:00,93.0,phone
34,2021-07-14 09:04:00,78.0,watch
35,2021-07-14 09:09:00,71.0,phone
36,2021-07-14 09:09:00,50.0,watch
37,2021-07-14 12:32:00,36.0,phone
38,2021-07-14 12:32:00,18.0,watch
39,2021-07-14 12:33:00,0.0,phone
40,2021-07-14 12:34:00,31.0,phone
41,2021-07-14 12:34:00,13.0,watch
42,2021-07-14 12:35:00,103.0,phone
43,2021-07-14 12:35:00,107.0,watch
44,2021-07-14 12:36:00,112.0,phone
45,2021-07-14 12:36:00,111.0,watch
46,2021-07-14 12:37:00,91.0,phone
47,2021-07-14 12:37:00,92.0,watch
48,2021-07-14 12:39:00,13.0,phone
49,2021-07-14 12:39:00,17.0,watch
50,2021-07-14 12:55:00,59.0,phone
51,2021-07-14 12:55:00,64.0,watch
52,2021-07-14 12:56:00,119.0,phone
53,2021-07-14 12:56:00,119.0,watch
54,2021-07-14 12:57:00,118.0,phone
55,2021-07-14 12:57:00,117.0,watch
56,2021-07-14 12:58:00,70.0,phone
57,2021-07-14 12:58:00,71.0,watch
58,2021-07-14 12:59:00,23.0,phone
59,2021-07-14 12:59:00,10.0,watch
60,2021-07-14 13:00:00,18.0,phone
61,2021-07-14 13:01:00,6.0,phone
62,2021-07-14 13:01:00,6.0,watch
63,2021-07-14 13:22:00,16.0,phone
64,2021-07-14 14:43:00,7.0,phone
65,2021-07-14 14:45:00,13.0,phone
66,2021-07-14 14:46:00,11.0,phone
67,2021-07-14 15:06:00,6.0,phone
68,2021-07-14 15:17:00,7.0,phone
69,2021-07-14 19:08:00,11.0,phone
70,2021-07-14 19:22:00,7.0,phone
71,2021-07-14 19:32:00,9.0,phone
72,2021-07-14 19:38:00,18.0,phone
73,2021-07-14 19:39:00,19.0,phone
74,2021-07-14 22:20:00,12.0,phone
75,2021-07-14 22:34:00,6.0,phone
76,2021-07-14 22:53:00,7.0,phone
77,2021-07-15 14:56:00,15.0,phone
78,2021-07-15 15:05:00,47.0,phone
79,2021-07-15 15:07:00,6.0,phone
80,2021-07-15 16:54:00,9.0,phone
81,2021-07-15 17:21:00,8.0,phone
82,2021-07-15 18:51:00,13.0,phone
83,2021-07-15 18:52:00,8.0,phone
84,2021-07-16 11:20:00,7.0,phone
85,2021-07-16 12:43:00,6.0,phone
86,2021-07-16 18:46:00,10.0,watch
