,timestamp,step,device
0,2021-07-16 09:15:00,15.0,watch
1,2021-07-16 09:16:00,76.0,watch
2,2021-07-16 09:17:00,45.0,watch
3,2021-07-16 09:18:00,43.0,watch
4,2021-07-16 09:19:00,16.0,watch
5,2021-07-16 09:20:00,67.0,phone
6,2021-07-16 09:20:00,44.0,watch
7,2021-07-16 09:22:00,7.0,phone
8,2021-07-16 09:22:00,28.0,watch
9,2021-07-16 09:23:00,63.0,phone
10,2021-07-16 09:23:00,40.0,watch
11,2021-07-16 09:24:00,78.0,phone
12,2021-07-16 09:24:00,68.0,watch
13,2021-07-16 09:25:00,107.0,phone
14,2021-07-16 09:25:00,119.0,watch
15,2021-07-16 09:26:00,113.0,phone
16,2021-07-16 09:26:00,122.0,watch
17,2021-07-16 09:27:00,100.0,phone
18,2021-07-16 09:27:00,119.0,watch
19,2021-07-16 09:28:00,109.0,phone
20,2021-07-16 09:28:00,122.0,watch
21,2021-07-16 09:29:00,113.0,phone
22,2021-07-16 09:29:00,109.0,watch
23,2021-07-16 09:30:00,117.0,phone
24,2021-07-16 09:30:00,110.0,watch
25,2021-07-16 09:31:00,96.0,phone
26,2021-07-16 09:31:00,94.0,watch
27,2021-07-16 09:32:00,14.0,phone
28,2021-07-16 09:32:00,63.0,watch
29,2021-07-16 09:33:00,5.0,watch
30,2021-07-16 09:34:00,49.0,watch
31,2021-07-16 09:36:00,36.0,phone
32,2021-07-16 09:36:00,39.0,watch
33,2021-07-16 09:37:00,6.0,phone
34,2021-07-16 09:39:00,21.0,phone
35,2021-07-16 09:39:00,17.0,watch
36,2021-07-16 09:43:00,62.0,watch
37,2021-07-16 10:17:00,23.0,watch
38,2021-07-16 10:31:00,50.0,watch
39,2021-07-16 10:33:00,53.0,watch
40,2021-07-16 10:34:00,12.0,watch
41,2021-07-16 11:12:00,30.0,watch
42,2021-07-16 11:24:00,8.0,phone
43,2021-07-16 11:25:00,31.0,phone
44,2021-07-16 11:25:00,35.0,watch
45,2021-07-16 11:31:00,27.0,phone
46,2021-07-16 11:31:00,47.0,watch
47,2021-07-16 11:32:00,16.0,watch
48,2021-07-16 11:46:00,15.0,watch
49,2021-07-16 11:58:00,16.0,watch
50,2021-07-16 11:59:00,7.0,watch
51,2021-07-16 12:07:00,66.0,phone
52,2021-07-16 12:07:00,75.0,watch
53,2021-07-16 12:08:00,119.0,phone
54,2021-07-16 12:08:00,124.0,watch
55,2021-07-16 12:09:00,112.0,phone
56,2021-07-16 12:09:00,113.0,watch
57,2021-07-16 12:10:00,125.0,phone
58,2021-07-16 12:10:00,121.0,watch
59,2021-07-16 12:11:00,108.0,phone
60,2021-07-16 12:11:00,116.0,watch
61,2021-07-16 12:12:00,94.0,phone
