loading...
Topic # 9
Doc: ('P56', Timestamp('2021-08-11 00:00:00')), Topic Prob: 0.98
Doc: ('P19', Timestamp('2021-11-17 00:00:00')), Topic Prob: 0.98
Doc: ('P96', Timestamp('2021-11-03 00:00:00')), Topic Prob: 0.98
Doc: ('P84', Timestamp('2021-08-11 00:00:00')), Topic Prob: 0.98
------------------------------
Topic # 6
Doc: ('P34', Timestamp('2021-08-09 00:00:00')), Topic Prob: 0.98
Doc: ('P91', Timestamp('2021-07-23 00:00:00')), Topic Prob: 0.98
Doc: ('P46', Timestamp('2021-12-02 00:00:00')), Topic Prob: 0.98
Doc: ('P46', Timestamp('2021-11-25 00:00:00')), Topic Prob: 0.98
Doc: ('P69', Timestamp('2021-08-09 00:00:00')), Topic Prob: 0.98
Doc: ('P91', Timestamp('2021-08-08 00:00:00')), Topic Prob: 0.98
Doc: ('P46', Timestamp('2021-11-06 00:00:00')), Topic Prob: 0.98
Doc: ('P91', Timestamp('2021-07-29 00:00:00')), Topic Prob: 0.98
Doc: ('P91', Timestamp('2021-07-24 00:00:00')), Topic Prob: 0.98
Doc: ('P34', Timestamp('2021-07-29 00:00:00')), Topic Prob: 0.98
Doc: ('P46', Timestamp('2021-11-24 00:00:00')), Topic Prob: 0.98
Doc: ('P29', Timestamp('2021-12-05 00:00:00')), Topic Prob: 0.98
Doc: ('P29', Timestamp('2021-12-03 00:00:00')), Topic Prob: 0.98
Doc: ('P69', Timestamp('2021-08-11 00:00:00')), Topic Prob: 0.98
Doc: ('P46', Timestamp('2021-11-22 00:00:00')), Topic Prob: 0.98
Doc: ('P21', Timestamp('2021-08-08 00:00:00')), Topic Prob: 0.98
Doc: ('P46', Timestamp('2021-11-30 00:00:00')), Topic Prob: 0.98
Doc: ('P34', Timestamp('2021-08-05 00:00:00')), Topic Prob: 0.98
Doc: ('P82', Timestamp('2021-09-04 00:00:00')), Topic Prob: 0.98
Doc: ('P21', Timestamp('2021-07-22 00:00:00')), Topic Prob: 0.98
Doc: ('P69', Timestamp('2021-08-05 00:00:00')), Topic Prob: 0.98
Doc: ('P34', Timestamp('2021-08-02 00:00:00')), Topic Prob: 0.98
Doc: ('P69', Timestamp('2021-08-08 00:00:00')), Topic Prob: 0.98
Doc: ('P46', Timestamp('2021-11-04 00:00:00')), Topic Prob: 0.98
Doc: ('P69', Timestamp('2021-07-26 00:00:00')), Topic Prob: 0.98
Doc: ('P69', Timestamp('2021-07-24 00:00:00')), Topic Prob: 0.98
Doc: ('P69', Timestamp('2021-07-21 00:00:00')), Topic Prob: 0.98
Doc: ('P29', Timestamp('2021-12-10 00:00:00')), Topic Prob: 0.98
Doc: ('P44', Timestamp('2021-10-22 00:00:00')), Topic Prob: 0.98
Doc: ('P46', Timestamp('2021-11-17 00:00:00')), Topic Prob: 0.98
Doc: ('P29', Timestamp('2021-11-28 00:00:00')), Topic Prob: 0.98
Doc: ('P34', Timestamp('2021-08-01 00:00:00')), Topic Prob: 0.98
Doc: ('P69', Timestamp('2021-08-19 00:00:00')), Topic Prob: 0.98
Doc: ('P69', Timestamp('2021-07-30 00:00:00')), Topic Prob: 0.98
Doc: ('P69', Timestamp('2021-08-14 00:00:00')), Topic Prob: 0.98
Doc: ('P29', Timestamp('2021-11-24 00:00:00')), Topic Prob: 0.98
Doc: ('P91', Timestamp('2021-07-20 00:00:00')), Topic Prob: 0.98
Doc: ('P14', Timestamp('2021-10-23 00:00:00')), Topic Prob: 0.98
Doc: ('P31', Timestamp('2021-11-14 00:00:00')), Topic Prob: 0.98
Doc: ('P42', Timestamp('2021-12-11 00:00:00')), Topic Prob: 0.98
Doc: ('P29', Timestamp('2021-12-02 00:00:00')), Topic Prob: 0.98
Doc: ('P29', Timestamp('2021-11-17 00:00:00')), Topic Prob: 0.98
Doc: ('P46', Timestamp('2021-11-12 00:00:00')), Topic Prob: 0.98
Doc: ('P91', Timestamp('2021-07-25 00:00:00')), Topic Prob: 0.98
Doc: ('P23', Timestamp('2021-07-24 00:00:00')), Topic Prob: 0.98
Doc: ('P34', Timestamp('2021-07-18 00:00:00')), Topic Prob: 0.98
Doc: ('P91', Timestamp('2021-08-10 00:00:00')), Topic Prob: 0.98
Doc: ('P46', Timestamp('2021-12-01 00:00:00')), Topic Prob: 0.98
Doc: ('P34', Timestamp('2021-08-16 00:00:00')), Topic Prob: 0.98
------------------------------
Topic # 11
Doc: ('P48', Timestamp('2021-09-17 00:00:00')), Topic Prob: 0.98
Doc: ('P74', Timestamp('2021-08-10 00:00:00')), Topic Prob: 0.98
Doc: ('P13', Timestamp('2021-08-16 00:00:00')), Topic Prob: 0.98
Doc: ('P48', Timestamp('2021-08-29 00:00:00')), Topic Prob: 0.98
Doc: ('P48', Timestamp('2021-08-23 00:00:00')), Topic Prob: 0.98
Doc: ('P48', Timestamp('2021-09-21 00:00:00')), Topic Prob: 0.98
Doc: ('P48', Timestamp('2021-09-09 00:00:00')), Topic Prob: 0.98
Doc: ('P92', Timestamp('2021-08-14 00:00:00')), Topic Prob: 0.98
Doc: ('P48', Timestamp('2021-09-13 00:00:00')), Topic Prob: 0.98
Doc: ('P87', Timestamp('2021-07-22 00:00:00')), Topic Prob: 0.98
Doc: ('P90', Timestamp('2021-07-21 00:00:00')), Topic Prob: 0.98
Doc: ('P92', Timestamp('2021-08-10 00:00:00')), Topic Prob: 0.98
Doc: ('P48', Timestamp('2021-08-30 00:00:00')), Topic Prob: 0.98
Doc: ('P48', Timestamp('2021-09-06 00:00:00')), Topic Prob: 0.98
Doc: ('P90', Timestamp('2021-07-22 00:00:00')), Topic Prob: 0.98
Doc: ('P92', Timestamp('2021-08-11 00:00:00')), Topic Prob: 0.98
Doc: ('P48', Timestamp('2021-09-14 00:00:00')), Topic Prob: 0.98
Doc: ('P90', Timestamp('2021-08-02 00:00:00')), Topic Prob: 0.98
Doc: ('P78', Timestamp('2021-07-27 00:00:00')), Topic Prob: 0.98
Doc: ('P48', Timestamp('2021-08-20 00:00:00')), Topic Prob: 0.98
Doc: ('P48', Timestamp('2021-08-22 00:00:00')), Topic Prob: 0.98
Doc: ('P74', Timestamp('2021-08-09 00:00:00')), Topic Prob: 0.98
Doc: ('P48', Timestamp('2021-08-27 00:00:00')), Topic Prob: 0.98
Doc: ('P17', Timestamp('2021-10-27 00:00:00')), Topic Prob: 0.98
Doc: ('P48', Timestamp('2021-09-02 00:00:00')), Topic Prob: 0.98
Doc: ('P48', Timestamp('2021-09-18 00:00:00')), Topic Prob: 0.98
Doc: ('P48', Timestamp('2021-08-21 00:00:00')), Topic Prob: 0.98
Doc: ('P48', Timestamp('2021-08-25 00:00:00')), Topic Prob: 0.98
Doc: ('P78', Timestamp('2021-08-13 00:00:00')), Topic Prob: 0.98
Doc: ('P74', Timestamp('2021-08-06 00:00:00')), Topic Prob: 0.98
Doc: ('P78', Timestamp('2021-07-25 00:00:00')), Topic Prob: 0.98
Doc: ('P48', Timestamp('2021-09-04 00:00:00')), Topic Prob: 0.98
Doc: ('P48', Timestamp('2021-08-31 00:00:00')), Topic Prob: 0.98
Doc: ('P90', Timestamp('2021-08-03 00:00:00')), Topic Prob: 0.98
Doc: ('P57', Timestamp('2021-07-26 00:00:00')), Topic Prob: 0.98
Doc: ('P90', Timestamp('2021-08-06 00:00:00')), Topic Prob: 0.98
Doc: ('P07', Timestamp('2021-10-27 00:00:00')), Topic Prob: 0.98
Doc: ('P07', Timestamp('2021-11-12 00:00:00')), Topic Prob: 0.98
Doc: ('P80', Timestamp('2021-08-09 00:00:00')), Topic Prob: 0.98
Doc: ('P78', Timestamp('2021-08-03 00:00:00')), Topic Prob: 0.98
Doc: ('P40', Timestamp('2021-11-19 00:00:00')), Topic Prob: 0.98
Doc: ('P92', Timestamp('2021-08-09 00:00:00')), Topic Prob: 0.98
Doc: ('P90', Timestamp('2021-07-25 00:00:00')), Topic Prob: 0.98
Doc: ('P88', Timestamp('2021-11-27 00:00:00')), Topic Prob: 0.98
Doc: ('P37', Timestamp('2021-11-14 00:00:00')), Topic Prob: 0.98
Doc: ('P90', Timestamp('2021-07-27 00:00:00')), Topic Prob: 0.98
Doc: ('P80', Timestamp('2021-08-10 00:00:00')), Topic Prob: 0.98
Doc: ('P40', Timestamp('2021-11-27 00:00:00')), Topic Prob: 0.98
Doc: ('P48', Timestamp('2021-09-07 00:00:00')), Topic Prob: 0.98
------------------------------
Topic # 14
Doc: ('P35', Timestamp('2021-11-09 00:00:00')), Topic Prob: 0.299
Doc: ('P24', Timestamp('2021-12-04 00:00:00')), Topic Prob: 0.288
Doc: ('P75', Timestamp('2021-08-08 00:00:00')), Topic Prob: 0.287
Doc: ('P54', Timestamp('2021-10-16 00:00:00')), Topic Prob: 0.27
Doc: ('P06', Timestamp('2021-11-18 00:00:00')), Topic Prob: 0.253
Doc: ('P54', Timestamp('2021-10-29 00:00:00')), Topic Prob: 0.248
Doc: ('P35', Timestamp('2021-11-01 00:00:00')), Topic Prob: 0.244
Doc: ('P77', Timestamp('2021-11-13 00:00:00')), Topic Prob: 0.242
Doc: ('P75', Timestamp('2021-08-09 00:00:00')), Topic Prob: 0.221
Doc: ('P47', Timestamp('2021-11-19 00:00:00')), Topic Prob: 0.221
Doc: ('P87', Timestamp('2021-07-24 00:00:00')), Topic Prob: 0.213
Doc: ('P75', Timestamp('2021-07-15 00:00:00')), Topic Prob: 0.212
Doc: ('P75', Timestamp('2021-07-23 00:00:00')), Topic Prob: 0.212
Doc: ('P06', Timestamp('2021-10-26 00:00:00')), Topic Prob: 0.205
Doc: ('P47', Timestamp('2021-11-14 00:00:00')), Topic Prob: 0.202
Doc: ('P75', Timestamp('2021-07-22 00:00:00')), Topic Prob: 0.201
Doc: ('P75', Timestamp('2021-07-18 00:00:00')), Topic Prob: 0.201
Doc: ('P41', Timestamp('2021-11-10 00:00:00')), Topic Prob: 0.186
Doc: ('P77', Timestamp('2021-11-12 00:00:00')), Topic Prob: 0.183
Doc: ('P72', Timestamp('2021-10-30 00:00:00')), Topic Prob: 0.183
Doc: ('P41', Timestamp('2021-11-27 00:00:00')), Topic Prob: 0.182
Doc: ('P47', Timestamp('2021-11-22 00:00:00')), Topic Prob: 0.18
Doc: ('P69', Timestamp('2021-08-20 00:00:00')), Topic Prob: 0.178
Doc: ('P22', Timestamp('2021-11-13 00:00:00')), Topic Prob: 0.173
Doc: ('P16', Timestamp('2021-07-25 00:00:00')), Topic Prob: 0.173
Doc: ('P73', Timestamp('2021-11-28 00:00:00')), Topic Prob: 0.173
Doc: ('P41', Timestamp('2021-11-14 00:00:00')), Topic Prob: 0.17
Doc: ('P19', Timestamp('2021-11-21 00:00:00')), Topic Prob: 0.17
Doc: ('P80', Timestamp('2021-08-04 00:00:00')), Topic Prob: 0.169
Doc: ('P75', Timestamp('2021-07-20 00:00:00')), Topic Prob: 0.167
Doc: ('P54', Timestamp('2021-10-28 00:00:00')), Topic Prob: 0.165
Doc: ('P49', Timestamp('2021-11-10 00:00:00')), Topic Prob: 0.165
Doc: ('P16', Timestamp('2021-08-13 00:00:00')), Topic Prob: 0.164
Doc: ('P47', Timestamp('2021-11-20 00:00:00')), Topic Prob: 0.161
Doc: ('P15', Timestamp('2021-08-05 00:00:00')), Topic Prob: 0.159
Doc: ('P75', Timestamp('2021-08-03 00:00:00')), Topic Prob: 0.158
Doc: ('P16', Timestamp('2021-07-28 00:00:00')), Topic Prob: 0.154
Doc: ('P72', Timestamp('2021-10-21 00:00:00')), Topic Prob: 0.152
Doc: ('P08', Timestamp('2021-11-12 00:00:00')), Topic Prob: 0.148
Doc: ('P72', Timestamp('2021-10-29 00:00:00')), Topic Prob: 0.148
Doc: ('P72', Timestamp('2021-10-25 00:00:00')), Topic Prob: 0.145
Doc: ('P80', Timestamp('2021-07-21 00:00:00')), Topic Prob: 0.143
Doc: ('P27', Timestamp('2021-12-04 00:00:00')), Topic Prob: 0.142
Doc: ('P76', Timestamp('2021-11-08 00:00:00')), Topic Prob: 0.139
Doc: ('P06', Timestamp('2021-10-27 00:00:00')), Topic Prob: 0.138
Doc: ('P77', Timestamp('2021-11-16 00:00:00')), Topic Prob: 0.135
Doc: ('P75', Timestamp('2021-07-24 00:00:00')), Topic Prob: 0.135
Doc: ('P53', Timestamp('2021-08-17 00:00:00')), Topic Prob: 0.135
Doc: ('P77', Timestamp('2021-12-01 00:00:00')), Topic Prob: 0.134
------------------------------
Topic # 3
Doc: ('P04', Timestamp('2021-08-10 00:00:00')), Topic Prob: 0.233
Doc: ('P70', Timestamp('2021-08-20 00:00:00')), Topic Prob: 0.212
Doc: ('P27', Timestamp('2021-12-02 00:00:00')), Topic Prob: 0.205
Doc: ('P38', Timestamp('2021-08-11 00:00:00')), Topic Prob: 0.193
Doc: ('P70', Timestamp('2021-07-23 00:00:00')), Topic Prob: 0.192
Doc: ('P27', Timestamp('2021-11-17 00:00:00')), Topic Prob: 0.185
Doc: ('P38', Timestamp('2021-08-09 00:00:00')), Topic Prob: 0.175
Doc: ('P33', Timestamp('2021-07-21 00:00:00')), Topic Prob: 0.174
Doc: ('P04', Timestamp('2021-08-04 00:00:00')), Topic Prob: 0.167
Doc: ('P38', Timestamp('2021-08-13 00:00:00')), Topic Prob: 0.157
Doc: ('P87', Timestamp('2021-08-05 00:00:00')), Topic Prob: 0.133
Doc: ('P35', Timestamp('2021-11-12 00:00:00')), Topic Prob: 0.129
Doc: ('P04', Timestamp('2021-07-22 00:00:00')), Topic Prob: 0.126
Doc: ('P04', Timestamp('2021-08-03 00:00:00')), Topic Prob: 0.124
Doc: ('P04', Timestamp('2021-08-02 00:00:00')), Topic Prob: 0.123
Doc: ('P04', Timestamp('2021-07-26 00:00:00')), Topic Prob: 0.114
Doc: ('P04', Timestamp('2021-07-15 00:00:00')), Topic Prob: 0.114
Doc: ('P74', Timestamp('2021-08-03 00:00:00')), Topic Prob: 0.11
Doc: ('P27', Timestamp('2021-12-10 00:00:00')), Topic Prob: 0.108
Doc: ('P87', Timestamp('2021-08-14 00:00:00')), Topic Prob: 0.108
Doc: ('P64', Timestamp('2021-12-06 00:00:00')), Topic Prob: 0.107
Doc: ('P04', Timestamp('2021-07-29 00:00:00')), Topic Prob: 0.107
Doc: ('P38', Timestamp('2021-08-02 00:00:00')), Topic Prob: 0.105
Doc: ('P04', Timestamp('2021-08-09 00:00:00')), Topic Prob: 0.102
Doc: ('P38', Timestamp('2021-07-28 00:00:00')), Topic Prob: 0.098
Doc: ('P38', Timestamp('2021-07-19 00:00:00')), Topic Prob: 0.093
Doc: ('P59', Timestamp('2021-12-05 00:00:00')), Topic Prob: 0.093
Doc: ('P38', Timestamp('2021-07-20 00:00:00')), Topic Prob: 0.092
Doc: ('P04', Timestamp('2021-07-31 00:00:00')), Topic Prob: 0.091
Doc: ('P70', Timestamp('2021-07-30 00:00:00')), Topic Prob: 0.091
Doc: ('P81', Timestamp('2021-11-10 00:00:00')), Topic Prob: 0.087
Doc: ('P27', Timestamp('2021-11-11 00:00:00')), Topic Prob: 0.087
Doc: ('P64', Timestamp('2021-12-02 00:00:00')), Topic Prob: 0.087
Doc: ('P34', Timestamp('2021-07-31 00:00:00')), Topic Prob: 0.087
Doc: ('P74', Timestamp('2021-08-08 00:00:00')), Topic Prob: 0.087
Doc: ('P69', Timestamp('2021-08-04 00:00:00')), Topic Prob: 0.087
Doc: ('P75', Timestamp('2021-08-16 00:00:00')), Topic Prob: 0.087
Doc: ('P35', Timestamp('2021-10-30 00:00:00')), Topic Prob: 0.087
Doc: ('P88', Timestamp('2021-11-14 00:00:00')), Topic Prob: 0.087
Doc: ('P38', Timestamp('2021-07-26 00:00:00')), Topic Prob: 0.085
Doc: ('P04', Timestamp('2021-07-28 00:00:00')), Topic Prob: 0.083
Doc: ('P38', Timestamp('2021-07-21 00:00:00')), Topic Prob: 0.082
Doc: ('P27', Timestamp('2021-11-24 00:00:00')), Topic Prob: 0.079
Doc: ('P64', Timestamp('2021-11-22 00:00:00')), Topic Prob: 0.078
Doc: ('P04', Timestamp('2021-07-16 00:00:00')), Topic Prob: 0.077
Doc: ('P04', Timestamp('2021-07-27 00:00:00')), Topic Prob: 0.077
Doc: ('P04', Timestamp('2021-07-25 00:00:00')), Topic Prob: 0.073
Doc: ('P64', Timestamp('2021-11-20 00:00:00')), Topic Prob: 0.071
Doc: ('P87', Timestamp('2021-07-31 00:00:00')), Topic Prob: 0.07
------------------------------
Topic # 13
Doc: ('P77', Timestamp('2021-11-30 00:00:00')), Topic Prob: 0.231
Doc: ('P27', Timestamp('2021-11-20 00:00:00')), Topic Prob: 0.224
Doc: ('P04', Timestamp('2021-08-07 00:00:00')), Topic Prob: 0.212
Doc: ('P27', Timestamp('2021-12-11 00:00:00')), Topic Prob: 0.2
Doc: ('P89', Timestamp('2021-11-09 00:00:00')), Topic Prob: 0.193
Doc: ('P89', Timestamp('2021-11-27 00:00:00')), Topic Prob: 0.192
Doc: ('P35', Timestamp('2021-11-08 00:00:00')), Topic Prob: 0.189
Doc: ('P35', Timestamp('2021-10-16 00:00:00')), Topic Prob: 0.186
Doc: ('P16', Timestamp('2021-08-04 00:00:00')), Topic Prob: 0.17
Doc: ('P77', Timestamp('2021-12-05 00:00:00')), Topic Prob: 0.161
Doc: ('P27', Timestamp('2021-11-21 00:00:00')), Topic Prob: 0.16
Doc: ('P27', Timestamp('2021-12-07 00:00:00')), Topic Prob: 0.153
Doc: ('P35', Timestamp('2021-11-04 00:00:00')), Topic Prob: 0.15
Doc: ('P04', Timestamp('2021-08-13 00:00:00')), Topic Prob: 0.141
Doc: ('P77', Timestamp('2021-12-04 00:00:00')), Topic Prob: 0.136
Doc: ('P16', Timestamp('2021-08-15 00:00:00')), Topic Prob: 0.129
Doc: ('P72', Timestamp('2021-11-17 00:00:00')), Topic Prob: 0.128
Doc: ('P77', Timestamp('2021-11-27 00:00:00')), Topic Prob: 0.123
Doc: ('P27', Timestamp('2021-11-18 00:00:00')), Topic Prob: 0.11
Doc: ('P35', Timestamp('2021-11-05 00:00:00')), Topic Prob: 0.108
Doc: ('P87', Timestamp('2021-08-07 00:00:00')), Topic Prob: 0.107
Doc: ('P05', Timestamp('2021-10-21 00:00:00')), Topic Prob: 0.106
Doc: ('P75', Timestamp('2021-08-01 00:00:00')), Topic Prob: 0.105
Doc: ('P89', Timestamp('2021-11-16 00:00:00')), Topic Prob: 0.102
Doc: ('P35', Timestamp('2021-11-06 00:00:00')), Topic Prob: 0.102
Doc: ('P74', Timestamp('2021-07-30 00:00:00')), Topic Prob: 0.101
Doc: ('P27', Timestamp('2021-11-29 00:00:00')), Topic Prob: 0.095
Doc: ('P72', Timestamp('2021-10-18 00:00:00')), Topic Prob: 0.095
Doc: ('P85', Timestamp('2021-11-18 00:00:00')), Topic Prob: 0.093
Doc: ('P41', Timestamp('2021-11-25 00:00:00')), Topic Prob: 0.087
Doc: ('P72', Timestamp('2021-11-09 00:00:00')), Topic Prob: 0.087
Doc: ('P57', Timestamp('2021-07-19 00:00:00')), Topic Prob: 0.087
Doc: ('P75', Timestamp('2021-07-17 00:00:00')), Topic Prob: 0.086
Doc: ('P77', Timestamp('2021-11-09 00:00:00')), Topic Prob: 0.084
Doc: ('P81', Timestamp('2021-11-08 00:00:00')), Topic Prob: 0.084
Doc: ('P81', Timestamp('2021-11-29 00:00:00')), Topic Prob: 0.084
Doc: ('P87', Timestamp('2021-07-26 00:00:00')), Topic Prob: 0.083
Doc: ('P03', Timestamp('2021-11-17 00:00:00')), Topic Prob: 0.082
Doc: ('P34', Timestamp('2021-07-27 00:00:00')), Topic Prob: 0.079
Doc: ('P27', Timestamp('2021-12-08 00:00:00')), Topic Prob: 0.077
Doc: ('P16', Timestamp('2021-07-14 00:00:00')), Topic Prob: 0.075
Doc: ('P04', Timestamp('2021-08-12 00:00:00')), Topic Prob: 0.073
Doc: ('P27', Timestamp('2021-11-26 00:00:00')), Topic Prob: 0.073
Doc: ('P72', Timestamp('2021-11-19 00:00:00')), Topic Prob: 0.073
Doc: ('P54', Timestamp('2021-11-12 00:00:00')), Topic Prob: 0.071
Doc: ('P27', Timestamp('2021-11-19 00:00:00')), Topic Prob: 0.071
Doc: ('P53', Timestamp('2021-08-15 00:00:00')), Topic Prob: 0.071
Doc: ('P08', Timestamp('2021-10-29 00:00:00')), Topic Prob: 0.071
Doc: ('P05', Timestamp('2021-11-16 00:00:00')), Topic Prob: 0.071
------------------------------
Topic # 2
Doc: ('P43', Timestamp('2021-12-05 00:00:00')), Topic Prob: 0.192
Doc: ('P87', Timestamp('2021-08-09 00:00:00')), Topic Prob: 0.148
Doc: ('P34', Timestamp('2021-07-27 00:00:00')), Topic Prob: 0.133
Doc: ('P47', Timestamp('2021-12-01 00:00:00')), Topic Prob: 0.119
Doc: ('P87', Timestamp('2021-07-18 00:00:00')), Topic Prob: 0.108
Doc: ('P78', Timestamp('2021-07-22 00:00:00')), Topic Prob: 0.108
Doc: ('P47', Timestamp('2021-11-26 00:00:00')), Topic Prob: 0.103
Doc: ('P56', Timestamp('2021-07-21 00:00:00')), Topic Prob: 0.087
Doc: ('P82', Timestamp('2021-09-06 00:00:00')), Topic Prob: 0.087
Doc: ('P06', Timestamp('2021-11-19 00:00:00')), Topic Prob: 0.086
Doc: ('P35', Timestamp('2021-11-14 00:00:00')), Topic Prob: 0.085
Doc: ('P87', Timestamp('2021-07-24 00:00:00')), Topic Prob: 0.065
Doc: ('P06', Timestamp('2021-11-24 00:00:00')), Topic Prob: 0.065
Doc: ('P89', Timestamp('2021-10-22 00:00:00')), Topic Prob: 0.065
Doc: ('P35', Timestamp('2021-10-24 00:00:00')), Topic Prob: 0.065
Doc: ('P06', Timestamp('2021-11-17 00:00:00')), Topic Prob: 0.065
Doc: ('P06', Timestamp('2021-11-14 00:00:00')), Topic Prob: 0.065
Doc: ('P75', Timestamp('2021-08-13 00:00:00')), Topic Prob: 0.063
Doc: ('P47', Timestamp('2021-11-13 00:00:00')), Topic Prob: 0.044
Doc: ('P54', Timestamp('2021-11-08 00:00:00')), Topic Prob: 0.044
Doc: ('P47', Timestamp('2021-11-16 00:00:00')), Topic Prob: 0.044
Doc: ('P97', Timestamp('2021-08-04 00:00:00')), Topic Prob: 0.044
Doc: ('P06', Timestamp('2021-11-16 00:00:00')), Topic Prob: 0.044
Doc: ('P47', Timestamp('2021-11-29 00:00:00')), Topic Prob: 0.044
Doc: ('P35', Timestamp('2021-11-04 00:00:00')), Topic Prob: 0.044
Doc: ('P54', Timestamp('2021-11-18 00:00:00')), Topic Prob: 0.044
Doc: ('P28', Timestamp('2021-11-06 00:00:00')), Topic Prob: 0.044
Doc: ('P31', Timestamp('2021-11-16 00:00:00')), Topic Prob: 0.044
Doc: ('P89', Timestamp('2021-11-23 00:00:00')), Topic Prob: 0.044
Doc: ('P88', Timestamp('2021-11-19 00:00:00')), Topic Prob: 0.044
Doc: ('P71', Timestamp('2021-11-12 00:00:00')), Topic Prob: 0.044
Doc: ('P96', Timestamp('2021-10-30 00:00:00')), Topic Prob: 0.044
Doc: ('P89', Timestamp('2021-10-28 00:00:00')), Topic Prob: 0.044
Doc: ('P35', Timestamp('2021-10-28 00:00:00')), Topic Prob: 0.044
Doc: ('P22', Timestamp('2021-11-23 00:00:00')), Topic Prob: 0.044
Doc: ('P04', Timestamp('2021-07-18 00:00:00')), Topic Prob: 0.044
Doc: ('P88', Timestamp('2021-12-12 00:00:00')), Topic Prob: 0.044
Doc: ('P89', Timestamp('2021-10-25 00:00:00')), Topic Prob: 0.044
Doc: ('P84', Timestamp('2021-08-10 00:00:00')), Topic Prob: 0.044
Doc: ('P16', Timestamp('2021-07-17 00:00:00')), Topic Prob: 0.043
Doc: ('P82', Timestamp('2021-08-17 00:00:00')), Topic Prob: 0.043
Doc: ('P54', Timestamp('2021-11-03 00:00:00')), Topic Prob: 0.041
Doc: ('P41', Timestamp('2021-11-10 00:00:00')), Topic Prob: 0.041
Doc: ('P06', Timestamp('2021-11-22 00:00:00')), Topic Prob: 0.04
